protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
CAH3182271.1	GCA_942486035.1	CALNXK010000318.1		156462	131500	-	24963	ass	5	23485	
CAH3182271.1	GCA_942486035.1	CALNXK010000318.1		156462	131500	-	24963	ass	6	23905	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	dss	1	141	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	dss	2	818	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	dss	3	1125	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	dss	4	16251	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	dss	5	16922	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	dss	6	17900	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	ass	1	747	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	ass	2	1021	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	ass	3	16087	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	ass	4	16845	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	ass	5	17811	
CAH3182277.1	GCA_942486035.1	CALNXK010000318.1		245214	225100	-	20115	ass	6	19051	
CAH3182799.1	GCA_942486035.1	CALNXK010000333.1		5732	3995	-	1738	dss	1	230	
CAH3182799.1	GCA_942486035.1	CALNXK010000333.1		5732	3995	-	1738	ass	1	1267	
CAH3182801.1	GCA_942486035.1	CALNXK010000333.1		36346	34665	-	1682	dss	1	230	
CAH3182801.1	GCA_942486035.1	CALNXK010000333.1		36346	34665	-	1682	ass	1	1211	
CAH3182803.1	GCA_942486035.1	CALNXK010000333.1		59846	57656	-	2191	dss	1	72	
CAH3182803.1	GCA_942486035.1	CALNXK010000333.1		59846	57656	-	2191	dss	2	1177	
CAH3182803.1	GCA_942486035.1	CALNXK010000333.1		59846	57656	-	2191	ass	1	681	
CAH3182803.1	GCA_942486035.1	CALNXK010000333.1		59846	57656	-	2191	ass	2	1678	
CAH3182804.1	GCA_942486035.1	CALNXK010000333.1		77307	75584	-	1724	dss	1	233	
CAH3182804.1	GCA_942486035.1	CALNXK010000333.1		77307	75584	-	1724	ass	1	1253	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	dss	1	110	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	dss	2	483	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	dss	3	1584	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	dss	4	2130	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	dss	5	3231	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	ass	1	417	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	ass	2	1516	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	ass	3	2035	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	ass	4	2735	
CAH3182807.1	GCA_942486035.1	CALNXK010000333.1		103515	99270	-	4246	ass	5	3733	
CAH3182813.1	GCA_942486035.1	CALNXK010000333.1		134627	132856	-	1772	dss	1	230	
CAH3182813.1	GCA_942486035.1	CALNXK010000333.1		134627	132856	-	1772	ass	1	1259	
CAH3182818.1	GCA_942486035.1	CALNXK010000333.1		175548	170623	-	4926	dss	1	53	
CAH3182818.1	GCA_942486035.1	CALNXK010000333.1		175548	170623	-	4926	dss	2	3374	
CAH3182818.1	GCA_942486035.1	CALNXK010000333.1		175548	170623	-	4926	ass	1	3123	
CAH3182818.1	GCA_942486035.1	CALNXK010000333.1		175548	170623	-	4926	ass	2	4413	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	dss	1	149	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	dss	2	672	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	dss	3	1271	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	dss	4	3189	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	dss	5	3840	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	dss	6	4509	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	ass	1	621	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	ass	2	1167	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	ass	3	3025	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	ass	4	3763	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	ass	5	4420	
CAH3183526.1	GCA_942486035.1	CALNXK010000355.1		214361	208366	-	5996	ass	6	4959	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	dss	1	146	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	dss	2	1454	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	dss	3	2153	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	dss	4	3265	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	dss	5	3939	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	ass	1	1400	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	ass	2	2049	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	ass	3	3101	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	ass	4	3772	
CAH3183527.1	GCA_942486035.1	CALNXK010000355.1		239163	233712	-	5452	ass	5	4391	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	dss	1	155	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	dss	2	959	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	dss	3	1292	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	dss	4	1705	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	dss	5	2053	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	dss	6	3450	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	ass	1	908	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	ass	2	1188	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	ass	3	1541	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	ass	4	1976	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	ass	5	3361	
CAH3183528.1	GCA_942486035.1	CALNXK010000355.1		259340	254330	-	5011	ass	6	3944	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	dss	1	135	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	dss	2	1157	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	dss	3	1556	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	dss	4	1844	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	ass	1	993	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	ass	2	1479	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	ass	3	1755	
CAH3186065.1	GCA_942486035.1	CALNXK010000458.1		119716	116420	-	3297	ass	4	2272	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	dss	1	149	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	dss	2	1409	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	dss	3	2803	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	dss	4	3833	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	dss	5	4237	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	dss	6	4525	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	ass	1	1358	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	ass	2	2699	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	ass	3	3669	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	ass	4	4160	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	ass	5	4436	
CAH3186066.1	GCA_942486035.1	CALNXK010000458.1		137418	131579	-	5840	ass	6	4998	
CAH3188234.1	GCA_942486035.1	CALNXK010000601.1		33614	27742	-	5873	dss	1	23	
CAH3188234.1	GCA_942486035.1	CALNXK010000601.1		33614	27742	-	5873	dss	2	3473	
CAH3188234.1	GCA_942486035.1	CALNXK010000601.1		33614	27742	-	5873	dss	3	4309	
CAH3188234.1	GCA_942486035.1	CALNXK010000601.1		33614	27742	-	5873	ass	1	3416	
CAH3188234.1	GCA_942486035.1	CALNXK010000601.1		33614	27742	-	5873	ass	2	4229	
CAH3188234.1	GCA_942486035.1	CALNXK010000601.1		33614	27742	-	5873	ass	3	4839	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	dss	1	146	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	dss	2	431	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	dss	3	2012	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	dss	4	2663	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	dss	5	2989	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	dss	6	3345	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	ass	1	371	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	ass	2	1908	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	ass	3	2499	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	ass	4	2912	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	ass	5	3256	
CAH3188235.1	GCA_942486035.1	CALNXK010000601.1		80210	73834	-	6377	ass	6	5319	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	dss	1	72	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	dss	2	4002	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	dss	3	7294	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	dss	4	7640	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	dss	5	9657	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	ass	1	3898	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	ass	2	7130	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	ass	3	7563	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	ass	4	9566	
CAH3188236.1	GCA_942486035.1	CALNXK010000601.1		101272	89360	-	11913	ass	5	10956	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	dss	1	143	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	dss	2	915	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	dss	3	1482	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	dss	4	2140	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	dss	5	2649	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	dss	6	3562	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	dss	7	4378	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	ass	1	864	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	ass	2	1378	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	ass	3	1979	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	ass	4	2572	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	ass	5	3485	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	ass	6	3986	
CAH3031954.1	GCA_942486045.1	CALNXJ010000001.1		9468755	9463567	-	5189	ass	7	4902	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	dss	1	119	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	dss	2	446	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	dss	3	933	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	dss	4	1513	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	dss	5	1979	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	dss	6	2441	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	ass	1	392	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	ass	2	829	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	ass	3	1349	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	ass	4	1902	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	ass	5	2352	
CAH3034355.1	GCA_942486045.1	CALNXJ010000002.1		8942479	8938640	-	3840	ass	6	2785	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	dss	1	119	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	dss	2	454	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	dss	3	687	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	dss	4	1290	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	dss	5	1721	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	dss	6	2188	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	dss	7	2813	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	ass	1	400	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	ass	2	583	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	ass	3	1126	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	ass	4	1644	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	ass	5	2099	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	ass	6	2535	
CAH3034356.1	GCA_942486045.1	CALNXJ010000002.1		8955553	8951984	-	3570	ass	7	2830	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	dss	1	140	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	dss	2	447	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	dss	3	681	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	dss	4	1281	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	dss	5	1751	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	dss	6	2218	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	ass	1	393	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	ass	2	577	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	ass	3	1117	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	ass	4	1674	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	ass	5	2129	
CAH3034357.1	GCA_942486045.1	CALNXJ010000002.1		8970460	8966841	-	3620	ass	6	2565	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	dss	1	140	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	dss	2	475	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	dss	3	708	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	dss	4	1320	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	dss	5	1729	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	dss	6	2191	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	ass	1	421	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	ass	2	604	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	ass	3	1156	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	ass	4	1652	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	ass	5	2102	
CAH3034358.1	GCA_942486045.1	CALNXJ010000002.1		8985374	8981781	-	3594	ass	6	2539	
CAH3037666.1	GCA_942486045.1	CALNXJ010000004.1		3285505	3287151	+	1647	dss	1	171	
CAH3037666.1	GCA_942486045.1	CALNXJ010000004.1		3285505	3287151	+	1647	dss	2	563	
CAH3037666.1	GCA_942486045.1	CALNXJ010000004.1		3285505	3287151	+	1647	dss	3	940	
CAH3037666.1	GCA_942486045.1	CALNXJ010000004.1		3285505	3287151	+	1647	ass	1	556	
CAH3037666.1	GCA_942486045.1	CALNXJ010000004.1		3285505	3287151	+	1647	ass	2	783	
CAH3037666.1	GCA_942486045.1	CALNXJ010000004.1		3285505	3287151	+	1647	ass	3	1040	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	dss	1	146	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	dss	2	358	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	dss	3	1602	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	dss	4	2218	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	dss	5	2898	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	dss	6	3472	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	ass	1	298	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	ass	2	1498	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	ass	3	2054	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	ass	4	2821	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	ass	5	3383	
CAH3037670.1	GCA_942486045.1	CALNXJ010000004.1		3344200	3349027	+	4828	ass	6	3770	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	dss	1	146	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	dss	2	3089	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	dss	3	3384	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	dss	4	5928	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	dss	5	7406	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	dss	6	8564	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	ass	1	3029	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	ass	2	3280	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	ass	3	5764	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	ass	4	7329	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	ass	5	8475	
CAH3037681.1	GCA_942486045.1	CALNXJ010000004.1		3452908	3463526	+	10619	ass	6	9564	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	dss	1	146	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	dss	2	1022	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	dss	3	1796	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	dss	4	2820	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	dss	5	3381	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	dss	6	4305	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	ass	1	965	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	ass	2	1692	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	ass	3	2656	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	ass	4	3304	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	ass	5	4216	
CAH3037682.1	GCA_942486045.1	CALNXJ010000004.1		3483621	3489999	+	6379	ass	6	5321	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	dss	1	149	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	dss	2	649	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	dss	3	1156	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	dss	4	1665	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	dss	5	2332	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	dss	6	2988	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	ass	1	598	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	ass	2	1052	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	ass	3	1501	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	ass	4	2255	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	ass	5	2899	
CAH3037725.1	GCA_942486045.1	CALNXJ010000004.1		3806560	3802283	-	4278	ass	6	3244	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	dss	1	149	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	dss	2	669	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	dss	3	1194	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	dss	4	1719	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	dss	5	2381	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	dss	6	3315	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	ass	1	618	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	ass	2	1090	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	ass	3	1555	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	ass	4	2304	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	ass	5	3226	
CAH3037727.1	GCA_942486045.1	CALNXJ010000004.1		3818682	3814067	-	4616	ass	6	3582	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	1	146	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	2	577	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	3	1445	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	4	2967	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	5	3442	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	6	4945	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	7	5112	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	8	8037	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	9	9957	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	10	10643	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	11	11280	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	dss	12	11661	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	ass	1	526	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	ass	2	1341	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	ass	3	2800	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	ass	4	3275	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	ass	5	3891	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	ass	6	5088	
CAH3037729.1	GCA_942486045.1	CALNXJ010000004.1		3839670	3826610	-	13061	ass	7	7939	
