protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	4	3352	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	5	3996	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	6	4402	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	7	5135	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	8	5632	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	9	5758	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	10	6815	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	11	7518	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	12	8192	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	13	9501	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	14	11770	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	15	13545	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	16	16165	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	17	17275	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	18	18131	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	19	20156	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	20	22463	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	21	22765	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	22	23524	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	23	24729	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	24	26086	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	25	28640	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	26	29034	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	27	29526	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	28	29832	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	29	30268	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	30	30888	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	31	31489	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	32	32579	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	33	33510	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	34	33981	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	35	34625	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	36	36238	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	37	36862	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	38	37125	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	39	37806	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	40	38127	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	41	40110	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	42	40228	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	43	40865	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	44	41466	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	45	41851	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	46	43605	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	47	44933	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	48	45149	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	49	45739	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	50	46313	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	51	46862	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	52	47680	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	53	47926	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	54	48049	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	55	48252	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	56	48988	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	57	49604	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	58	51563	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	59	52038	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	60	52375	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	61	53843	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	62	54570	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	63	54971	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	64	55337	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	65	56154	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	66	56512	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	67	57040	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	68	57378	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	69	58304	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	70	59155	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1	BGNK01003376.1_K04564_a3776c6c_with_leader_u60_PF00081_M_to_K04564_198	45640	43211	-	2430	start		1	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1	BGNK01003376.1_K04564_a3776c6c_with_leader_u36_PF00081_M_to_K04564_198	45640	43211	-	2430	start		73	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1	BGNK01003376.1_K04564_a3776c6c_with_leader_u31_PF00081_M_to_K04564_198	45640	43211	-	2430	start		88	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1		45640	43211	-	2430	dss	1	315	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1		45640	43211	-	2430	dss	2	619	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1		45640	43211	-	2430	dss	3	2131	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1		45640	43211	-	2430	ass	1	455	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1		45640	43211	-	2430	ass	2	2042	
BGNK01003376.1_K04564_a3776c6c	GCA_003297005.1	BGNK01003376.1		45640	43211	-	2430	ass	3	2209	
BGPT01000358.1_K04564_070be8c8	GCA_003297045.1	BGPT01000358.1	BGPT01000358.1_K04564_070be8c8_with_leader_u54_PF00081_M_to_K04564_203	147950	147095	-	856	start		1	
BGPT01000358.1_K04564_070be8c8	GCA_003297045.1	BGPT01000358.1	BGPT01000358.1_K04564_070be8c8_with_leader_u34_PF00081_M_to_K04564_203	147950	147095	-	856	start		61	
BGPT01000358.1_K04564_070be8c8	GCA_003297045.1	BGPT01000358.1		147950	147095	-	856	dss	1	744	
BGPT01000358.1_K04564_070be8c8	GCA_003297045.1	BGPT01000358.1		147950	147095	-	856	ass	1	599	
BGPT01004387.1_K04564_42ae3337	GCA_003297045.1	BGPT01004387.1	BGPT01004387.1_K04564_42ae3337_with_leader_u55_PF00081_M_to_K04564_204	11472	10585	-	888	start		1	
BGPT01004387.1_K04564_42ae3337	GCA_003297045.1	BGPT01004387.1	BGPT01004387.1_K04564_42ae3337_with_leader_u39_PF00081_M_to_K04564_204	11472	10585	-	888	start		49	
BGPT01004387.1_K04564_42ae3337	GCA_003297045.1	BGPT01004387.1		11472	10585	-	888	dss	1	312	
BGPT01004387.1_K04564_42ae3337	GCA_003297045.1	BGPT01004387.1		11472	10585	-	888	dss	2	772	
BGPT01004387.1_K04564_42ae3337	GCA_003297045.1	BGPT01004387.1		11472	10585	-	888	ass	1	218	
BGPT01004387.1_K04564_42ae3337	GCA_003297045.1	BGPT01004387.1		11472	10585	-	888	ass	2	763	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	1	89	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	2	330	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	3	568	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	4	855	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	5	1316	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	6	1816	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	7	2013	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	8	2108	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	dss	9	2430	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	1	277	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	2	507	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	3	755	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	4	1221	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	5	1751	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	6	1981	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	7	2090	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	8	2173	
CAE7445615.1	GCA_905221605.1	CAJNDS010002352.1		127071	124494	-	2578	ass	9	2529	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	1	54	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	2	617	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	3	861	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	4	4789	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	5	5438	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	6	6158	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	7	7306	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	8	8126	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	9	8588	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	10	9375	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	11	9866	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	12	12553	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	13	13271	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	14	13603	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	15	14202	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	16	15444	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	17	16164	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	18	16486	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	19	17016	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	20	17451	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	21	17643	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	22	18744	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	23	19459	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	24	20172	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	25	20601	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	26	21511	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	dss	27	22249	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	1	201	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	2	781	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	3	4709	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	4	5400	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	5	6102	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	6	7247	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	7	8037	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	8	8538	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	9	9350	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	10	9834	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	11	12495	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	12	13214	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	13	13543	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	14	14158	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	15	15343	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	16	16121	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	17	16453	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	18	16955	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	19	17404	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	20	17580	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	21	18712	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	22	19406	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	23	20137	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	24	20566	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	25	21458	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	26	22215	
CAE7459428.1	GCA_905221605.1	CAJNDS010002396.1		128835	151448	+	22614	ass	27	22518	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1	CAJNDS010002352.1_K04564_638e9d57_with_leader_u31_PF00081_M_to_K04564_176	126893	124694	-	2200	start		1	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	dss	1	159	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	dss	2	386	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	dss	3	677	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	dss	4	1141	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	dss	5	1644	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	dss	6	2104	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	ass	1	330	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	ass	2	609	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	ass	3	1046	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	ass	4	1564	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	ass	5	2015	
CAJNDS010002352.1_K04564_638e9d57	GCA_905221605.1	CAJNDS010002352.1		126893	124694	-	2200	ass	6	2159	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1	CAJNDS010002544.1_K04564_89a3bd15_with_leader_u68_PF00081_M_to_K04564_203	286322	285144	-	1179	start		1	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1	CAJNDS010002544.1_K04564_89a3bd15_with_leader_u48_PF00081_M_to_K04564_203	286322	285144	-	1179	start		61	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1		286322	285144	-	1179	dss	1	351	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1		286322	285144	-	1179	dss	2	671	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1		286322	285144	-	1179	dss	3	873	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1		286322	285144	-	1179	ass	1	516	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1		286322	285144	-	1179	ass	2	793	
CAJNDS010002544.1_K04564_89a3bd15	GCA_905221605.1	CAJNDS010002544.1		286322	285144	-	1179	ass	3	970	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	1	174	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	2	257	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	3	340	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	4	452	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	5	576	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	6	701	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	7	813	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	8	920	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	9	985	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	10	1082	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	11	1168	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	12	1284	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	13	6205	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	14	6318	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	15	6410	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	16	6502	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	17	7061	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	18	7184	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	19	7322	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	20	7414	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	21	7557	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	22	7669	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	23	7785	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	24	7941	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	25	8080	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	26	8216	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	27	8309	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	28	8408	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	29	8507	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	30	8630	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	31	8737	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	32	8856	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	33	9054	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	34	9172	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	35	11307	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	36	11402	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	37	11894	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	38	12130	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	dss	39	12615	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	1	231	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	2	304	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	3	391	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	4	538	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	5	639	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	6	751	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	7	867	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	8	969	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	9	1043	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	10	1136	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	11	1237	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	12	6187	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	13	6291	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	14	6371	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	15	6473	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	16	6567	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	17	7124	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	18	7283	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	19	7384	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	20	7534	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	21	7633	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	22	7739	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	23	7870	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	24	8041	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	25	8147	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	26	8270	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	27	8372	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	28	8482	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	29	8572	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	30	8707	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	31	8815	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	32	8989	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	33	9120	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	34	11253	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	35	11356	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	36	11483	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	37	11981	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	38	12539	
CAE7848606.1	GCA_905231915.1	CAJNJA010052942.1		7108	20169	+	13062	ass	39	12834	
CAJNJA010052942.1_K04564_06e367ea	GCA_905231915.1	CAJNJA010052942.1	CAJNJA010052942.1_K04564_06e367ea_with_leader_u60_PF00081_M_to_K04564_198	18645	20145	+	1501	start		1	
CAJNJA010052942.1_K04564_06e367ea	GCA_905231915.1	CAJNJA010052942.1	CAJNJA010052942.1_K04564_06e367ea_with_leader_u36_PF00081_M_to_K04564_198	18645	20145	+	1501	start		73	
