target name	accession	tlen	query name	accession	qlen	seq e-value	seq score	seq bias	dom #	dom total	dom c-Evalue	dom i-Evalue	dom score	dom bias	hmm from	hmm to	ali from	ali to	env from	env to	acc	description
BGPT01000358.1_K04564_070be8c8_with_leader_u54_PF00081_M_to_K04564_203_bounded_57-255|SP_cTP_algae	-	199	sp_ctp_MnFeSOD_algae_mature	-	193	1.7e-136	445.0	11.9	1	1	3.5e-135	3.5e-135	440.7	11.9	1	193	1	199	1	199	0.97	-
orbicella_symb_TRINITY_DN393612_c0_g1_i1.p1_with_leader_u60_PF00081_M_to_K04564_278_bounded_63-255|SP_cTP_algae	-	193	sp_ctp_MnFeSOD_algae_mature	-	193	1.6e-135	441.8	2.2	1	1	1.8e-135	1.8e-135	441.6	2.2	1	193	1	193	1	193	1.00	-
B7G0L6_diat_bounded_3-198|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Fe	-	196	sp_ctp_MnFeSOD_algae_mature	-	193	3.4e-84	274.3	1.1	1	1	3.8e-84	3.8e-84	274.2	1.1	2	193	2	196	1	196	0.96	-
OLP79028.1_with_leader_u20_PF00081_M_to_K04564_1017_bounded_23-219|SP_algae	-	197	sp_ctp_MnFeSOD_algae_mature	-	193	8.1e-74	240.5	0.6	1	1	9e-74	9e-74	240.3	0.6	2	193	2	197	1	197	0.93	-
orbicella_symb_TRINITY_DN78611_c0_g2_i1.p1_to_K04564_236_bounded_30-226|SP_algae	-	197	sp_ctp_MnFeSOD_algae_mature	-	193	2.1e-73	239.1	0.8	1	1	2.3e-73	2.3e-73	239.0	0.8	2	193	2	197	1	197	0.92	-
Q42684_gree_bounded_4-204|reference|Chlamydomonas_reinhardtii|Mn	-	201	sp_ctp_MnFeSOD_algae_mature	-	193	1.6e-72	236.2	1.1	1	1	1.8e-72	1.8e-72	236.0	1.1	2	193	2	201	1	201	0.90	-
Q2UZU7_diat_bounded_4-193|reference|Conticribra_weissflogii|Fe	-	190	sp_ctp_MnFeSOD_algae_mature	-	193	3.3e-71	231.9	0.2	1	1	3.7e-71	3.7e-71	231.8	0.2	1	193	1	190	1	190	0.95	-
siderastrea_symb_TRINITY_DN8493_c0_g1_i1.p1_to_K04564_227_bounded_19-217|SP_algae	-	199	sp_ctp_MnFeSOD_algae_mature	-	193	2.3e-69	225.9	0.5	1	1	2.6e-69	2.6e-69	225.7	0.5	2	193	2	199	1	199	0.93	-
CAK9100252.1_to_K04564_230_bounded_24-220|SP_algae	-	197	sp_ctp_MnFeSOD_algae_mature	-	193	1.4e-68	223.3	0.2	1	1	1.6e-68	1.6e-68	223.2	0.2	2	193	2	197	1	197	0.94	-
P43019_ente_bounded_4-198|reference|Salmonella_typhimurium_(strain_LT2_/_SGSC1412_/_ATCC_700720)|Mn	-	195	sp_ctp_MnFeSOD_algae_mature	-	193	3.5e-67	218.8	0.4	1	1	4e-67	4e-67	218.6	0.4	2	192	2	194	1	195	0.89	-
P50058_cyan_bounded_45-238|reference|Leptolyngbya_boryana|Mn	-	194	sp_ctp_MnFeSOD_algae_mature	-	193	5.1e-67	218.3	2.0	1	1	6e-67	6e-67	218.0	2.0	2	193	2	194	1	194	0.87	-
P00448_ente_bounded_4-198|reference|Escherichia_coli_(strain_K12)|Mn	-	195	sp_ctp_MnFeSOD_algae_mature	-	193	1.1e-66	217.2	0.4	1	1	1.3e-66	1.3e-66	217.0	0.4	2	192	2	194	1	195	0.89	-
P50059_cyan_bounded_4-195|reference|Leptolyngbya_boryana|Mn	-	192	sp_ctp_MnFeSOD_algae_mature	-	193	6.1e-65	211.5	0.5	1	1	7.1e-65	7.1e-65	211.3	0.5	2	192	2	191	1	192	0.88	-
P50060_cyan_bounded_34-225|reference|Leptolyngbya_boryana|Mn	-	192	sp_ctp_MnFeSOD_algae_mature	-	193	5.4e-61	198.6	0.3	1	1	6.6e-61	6.6e-61	198.3	0.3	2	192	2	191	1	192	0.89	-
P57286_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Acyrthosiphon_pisum_(strain_APS)|Mn	-	194	sp_ctp_MnFeSOD_algae_mature	-	193	1.9e-57	187.1	0.1	1	1	2.1e-57	2.1e-57	186.9	0.1	2	192	2	193	1	194	0.88	-
Q8K9V4_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Schizaphis_graminum_(strain_Sg)|Mn	-	194	sp_ctp_MnFeSOD_algae_mature	-	193	8.1e-56	181.7	0.1	1	1	9.4e-56	9.4e-56	181.5	0.1	2	192	2	193	1	194	0.88	-
XP_031555730.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	2.8e-55	180.0	0.5	1	1	3.1e-55	3.1e-55	179.8	0.5	2	193	2	187	1	187	0.93	-
P11796_land_bounded_29-219|reference|Nicotiana_plumbaginifolia|Mn	-	191	sp_ctp_MnFeSOD_algae_mature	-	193	3.3e-55	179.7	0.6	1	1	3.6e-55	3.6e-55	179.6	0.6	2	191	2	189	1	191	0.92	-
Q9SM64_land_bounded_29-219|reference|Prunus_persica|Mn	-	191	sp_ctp_MnFeSOD_algae_mature	-	193	3.9e-55	179.5	0.5	1	1	4.3e-55	4.3e-55	179.4	0.5	2	191	2	189	1	191	0.92	-
CM106374.1_K04564_529830d2_with_leader_u26_PF00081_M_bounded_29-213|mT_cnidaria	-	185	sp_ctp_MnFeSOD_algae_mature	-	193	5.8e-55	178.9	0.4	1	1	6.5e-55	6.5e-55	178.8	0.4	2	193	2	185	1	185	0.90	-
MPSW01001707.1_K04564_7b9e297c_with_leader_u26_PF00081_M_bounded_29-216|mT_cnidaria	-	188	sp_ctp_MnFeSOD_algae_mature	-	193	1.7e-54	177.4	0.5	1	1	1.9e-54	1.9e-54	177.2	0.5	2	193	2	188	1	188	0.88	-
XP_001641079.1_bounded_26-212|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	2.3e-54	177.0	0.2	1	1	2.5e-54	2.5e-54	176.8	0.2	2	193	2	187	1	187	0.93	-
XP_022799031.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	2.7e-54	176.8	0.4	1	1	3e-54	3e-54	176.6	0.4	2	193	2	187	1	187	0.92	-
NW_001834409.1_K04564_dd4ebe9b_with_leader_u23_PF00081_M_bounded_26-207|mT_cnidaria	-	182	sp_ctp_MnFeSOD_algae_mature	-	193	3.6e-54	176.4	0.2	1	1	4.1e-54	4.1e-54	176.2	0.2	2	193	2	182	1	182	0.91	-
XP_020892835.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	3.7e-54	176.3	0.6	1	1	4.1e-54	4.1e-54	176.2	0.6	2	193	2	187	1	187	0.90	-
KAK3736644.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	4.4e-54	176.1	0.7	1	1	4.9e-54	4.9e-54	175.9	0.7	2	192	2	186	1	187	0.92	-
O49066_land_bounded_29-219|reference|Capsicum_annuum|Mn	-	191	sp_ctp_MnFeSOD_algae_mature	-	193	2.1e-53	173.8	0.3	1	1	2.4e-53	2.4e-53	173.7	0.3	2	191	2	189	1	191	0.92	-
CAH3154858.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	2.2e-53	173.8	0.3	1	1	2.4e-53	2.4e-53	173.6	0.3	2	193	2	187	1	187	0.92	-
P77968_cyan_bounded_4-192|reference|Synechocystis_sp._(strain_ATCC_27184_/_PCC_6803_/_Kazusa)|Fe	-	189	sp_ctp_MnFeSOD_algae_mature	-	193	2.2e-53	173.8	2.7	1	1	2.5e-53	2.5e-53	173.6	2.7	2	193	2	189	1	189	0.88	-
MU826849.1_K04564_291d850d_with_leader_u26_PF00081_M_bounded_29-213|mT_cnidaria	-	185	sp_ctp_MnFeSOD_algae_mature	-	193	3.1e-53	173.3	0.3	1	1	3.5e-53	3.5e-53	173.1	0.3	2	193	2	185	1	185	0.89	-
JAUJYZ010000740.1_K04564_87e6c451_with_leader_u26_PF00081_anchor_M_bounded_29-209|mT_cnidaria	-	181	sp_ctp_MnFeSOD_algae_mature	-	193	3.4e-53	173.2	0.6	1	1	4e-53	4e-53	172.9	0.6	2	192	2	180	1	181	0.90	-
Q8HXP4_mamm_bounded_3-189|reference|Macaca_fuscata_fuscata|Mn	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	4.1e-53	172.9	0.1	1	1	4.5e-53	4.5e-53	172.8	0.1	2	193	2	187	1	187	0.92	-
Q9AXR7_LpSOD_bounded_28-216|reference|Lingulaulax_polyedra|Fe	-	189	sp_ctp_MnFeSOD_algae_mature	-	193	4.6e-53	172.7	1.6	1	1	5.2e-53	5.2e-53	172.6	1.6	2	193	2	189	1	189	0.94	-
Q8HXP1_mamm_bounded_3-189|reference|Sapajus_apella|Mn	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	6.3e-53	172.3	0.2	1	1	7e-53	7e-53	172.1	0.2	2	193	2	187	1	187	0.90	-
JAJLRJ010000007.1_K04564_fcb962ee_with_leader_u25_PF00081_M_bounded_28-212|mT_cnidaria	-	185	sp_ctp_MnFeSOD_algae_mature	-	193	7.5e-53	172.0	0.2	1	1	8.5e-53	8.5e-53	171.9	0.2	2	193	2	185	1	185	0.88	-
P0AGD3_ente_bounded_4-187|reference|Escherichia_coli_(strain_K12)|Fe	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	1e-52	171.6	1.1	1	1	1.1e-52	1.1e-52	171.5	1.1	1	193	1	184	1	184	0.91	-
KAJ7371307.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	1.3e-52	171.3	0.3	1	1	1.4e-52	1.4e-52	171.1	0.3	2	193	2	187	1	187	0.91	-
XP_020624989.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	3.3e-52	169.9	0.7	1	1	3.7e-52	3.7e-52	169.8	0.7	2	193	2	187	1	187	0.92	-
NW_026710474.1_K04564_6393b7b3_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria	-	181	sp_ctp_MnFeSOD_algae_mature	-	193	4.3e-52	169.6	0.3	1	1	5.2e-52	5.2e-52	169.3	0.3	2	193	2	181	1	181	0.90	-
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	1.9e-51	167.5	0.1	1	1	2.1e-51	2.1e-51	167.3	0.1	2	193	2	184	1	184	0.90	-
CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	3.4e-51	166.6	0.2	1	1	3.8e-51	3.8e-51	166.5	0.2	2	193	2	187	1	187	0.91	-
XP_068741652.1_bounded_29-216|mT_cnidaria	-	188	sp_ctp_MnFeSOD_algae_mature	-	193	9.9e-51	165.1	0.1	1	1	1.1e-50	1.1e-50	165.0	0.1	2	193	2	188	1	188	0.91	-
XP_022789717.1_bounded_38-240|SP_cnidaria	-	203	sp_ctp_MnFeSOD_algae_mature	-	193	1.3e-50	164.7	0.3	1	1	1.9e-50	1.9e-50	164.2	0.3	2	193	2	203	1	203	0.84	-
XP_065052710.1_bounded_27-213|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	1.4e-49	161.3	0.1	1	1	1.6e-49	1.6e-49	161.2	0.1	2	193	2	187	1	187	0.91	-
NW_018384609.1_K04564_9ada1ad3_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	3.6e-49	160.0	0.7	1	1	4.7e-49	4.7e-49	159.7	0.7	2	193	2	184	1	184	0.88	-
XP_027045969.1_bounded_38-240|SP_cnidaria	-	203	sp_ctp_MnFeSOD_algae_mature	-	193	5.6e-49	159.4	0.5	1	1	1.2e-48	1.2e-48	158.3	0.5	2	193	2	203	1	203	0.83	-
P18655_cyan_bounded_4-192|reference|Synechococcus_elongatus_(strain_ATCC_33912_/_PCC_7942_/_FACHB-805)|Fe	-	189	sp_ctp_MnFeSOD_algae_mature	-	193	5.7e-49	159.4	3.2	1	1	6.4e-49	6.4e-49	159.2	3.2	1	191	1	187	1	189	0.88	-
NW_022259326.1_K04564_c5c784a5_with_leader_u26_PF00081_M_bounded_29-214|mT_cnidaria	-	186	sp_ctp_MnFeSOD_algae_mature	-	193	9.2e-49	158.7	1.9	1	1	1.4e-48	1.4e-48	158.1	1.9	2	193	2	186	1	186	0.88	-
Q8IAY6_alve_bounded_4-188|reference|Plasmodium_falciparum_(isolate_3D7)|Fe	-	185	sp_ctp_MnFeSOD_algae_mature	-	193	3.4e-48	156.8	1.9	1	1	3.8e-48	3.8e-48	156.7	1.9	2	191	2	183	1	185	0.90	-
NW_020845403.1_K04564_b41b5453_with_leader_u26_PF00081_M_bounded_29-221|mT_cnidaria	-	193	sp_ctp_MnFeSOD_algae_mature	-	193	4.2e-48	156.5	2.3	1	1	1.3e-47	1.3e-47	155.0	2.3	2	193	2	193	1	193	0.84	-
P22302_land_bounded_3-193|reference|Nicotiana_plumbaginifolia|Fe	-	191	sp_ctp_MnFeSOD_algae_mature	-	193	1.7e-47	154.6	0.2	1	1	1.9e-47	1.9e-47	154.4	0.2	5	193	5	191	1	191	0.88	-
NW_019217915.1_K04564_8c7a1a6e_with_leader_u35_PF00081_M_bounded_38-225|SP_cnidaria	-	188	sp_ctp_MnFeSOD_algae_mature	-	193	1.8e-47	154.5	0.2	1	1	2.2e-47	2.2e-47	154.2	0.2	2	193	2	188	1	188	0.86	-
NW_019218106.1_K04564_a8e289e7_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	3.5e-47	153.5	2.9	1	1	8.5e-47	8.5e-47	152.3	2.9	2	193	2	184	1	184	0.86	-
NP_001296665.1_bounded_25-211|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	3.6e-47	153.5	0.0	1	1	4e-47	4e-47	153.4	0.0	2	193	2	187	1	187	0.92	-
P50061_cyan_bounded_4-193|reference|Leptolyngbya_boryana|Fe	-	190	sp_ctp_MnFeSOD_algae_mature	-	193	1.1e-46	151.9	0.7	1	1	1.3e-46	1.3e-46	151.7	0.7	3	193	3	190	1	190	0.87	-
CAH3113625.1_bounded_38-240|SP_cnidaria	-	203	sp_ctp_MnFeSOD_algae_mature	-	193	1.4e-46	151.6	1.4	1	1	5.1e-46	5.1e-46	149.8	1.4	2	193	2	203	1	203	0.82	-
RDEB01000110.1_K04564_86e229fd_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	-	183	sp_ctp_MnFeSOD_algae_mature	-	193	1.4e-46	151.6	2.8	1	1	4.5e-46	4.5e-46	149.9	2.8	2	193	2	183	1	183	0.86	-
CALNXJ010000056.1_K04564_bcab822f_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	-	183	sp_ctp_MnFeSOD_algae_mature	-	193	1.4e-46	151.6	2.8	1	1	3.2e-46	3.2e-46	150.4	2.8	2	193	2	183	1	183	0.86	-
KAJ7390115.1_bounded_37-242|SP_cnidaria	-	206	sp_ctp_MnFeSOD_algae_mature	-	193	2.4e-46	150.8	1.0	1	1	6.7e-46	6.7e-46	149.4	1.0	2	193	2	206	1	206	0.80	-
NC_089321.1_K04564_80b85b49_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria	-	181	sp_ctp_MnFeSOD_algae_mature	-	193	2.7e-46	150.6	3.7	1	1	9.2e-46	9.2e-46	148.9	3.7	2	193	2	181	1	181	0.87	-
NW_026709483.1_K04564_f6c44c1b_with_leader_u35_PF00081_M_bounded_38-228|SP_cnidaria	-	191	sp_ctp_MnFeSOD_algae_mature	-	193	3.7e-46	150.2	0.3	1	1	4.6e-46	4.6e-46	149.9	0.3	2	193	2	191	1	191	0.85	-
Q92429_fung_bounded_4-191|reference|Ganoderma_microsporum|Mn	-	188	sp_ctp_MnFeSOD_algae_mature	-	193	2e-45	147.8	0.4	1	1	2.3e-45	2.3e-45	147.6	0.4	2	191	2	186	1	188	0.87	-
NC_090883.1_K04564_15cd5c3b_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	-	183	sp_ctp_MnFeSOD_algae_mature	-	193	2e-45	147.8	2.1	1	1	6.7e-45	6.7e-45	146.1	2.1	2	193	2	183	1	183	0.86	-
P21276_land_bounded_12-200|reference|Arabidopsis_thaliana|Fe	-	189	sp_ctp_MnFeSOD_algae_mature	-	193	2.1e-45	147.7	0.2	1	1	2.5e-45	2.5e-45	147.5	0.2	6	193	6	189	2	189	0.89	-
XP_029200276.2_bounded_30-216|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	6.1e-45	146.2	0.3	1	1	6.8e-45	6.8e-45	146.1	0.3	1	193	1	187	1	187	0.90	-
XP_028405302.1_with_leader_u28_PF00081_M_bounded_31-217|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	1.2e-44	145.3	0.2	1	1	1.4e-44	1.4e-44	145.1	0.2	2	193	2	187	1	187	0.89	-
CALNXK010000026.1_K04564_ed584393_with_leader_u35_PF00081_anchor_M_bounded_38-224|SP_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	4e-44	143.6	0.6	1	1	7.4e-44	7.4e-44	142.7	0.6	2	193	2	187	1	187	0.87	-
Q877B6_fung_bounded_6-194|reference|Aspergillus_oryzae_(strain_ATCC_42149_/_RIB_40)|Mn	-	189	sp_ctp_MnFeSOD_algae_mature	-	193	5.5e-44	143.1	0.4	1	1	6.6e-44	6.6e-44	142.9	0.4	2	191	2	187	1	189	0.88	-
XP_046848022.1_bounded_29-215|mT_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	6.8e-44	142.8	0.2	1	1	7.7e-44	7.7e-44	142.6	0.2	2	193	2	187	1	187	0.91	-
MU825420.1_K04564_3d91ab54_with_leader_u34_PF00081_M_bounded_37-227|SP_cnidaria	-	191	sp_ctp_MnFeSOD_algae_mature	-	193	1.7e-43	141.5	0.2	1	1	2.3e-43	2.3e-43	141.1	0.2	2	193	2	191	1	191	0.86	-
CM106378.1_K04564_64fa28d1_with_leader_u33_PF00081_M_bounded_36-222|SP_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	5.8e-42	136.5	0.4	1	1	9.2e-42	9.2e-42	135.9	0.4	2	193	2	187	1	187	0.86	-
BLEZ01003184.1_K04564_dc8bf6ad_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	6.1e-41	133.2	3.3	1	1	2e-40	2e-40	131.5	3.3	1	193	1	184	1	184	0.86	-
B7FPQ3_diat_bounded_45-218|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Mn	-	174	sp_ctp_MnFeSOD_algae_mature	-	193	7.3e-41	132.9	2.2	1	1	3.5e-39	3.5e-39	127.4	2.2	1	193	1	174	1	174	0.87	-
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria	-	182	sp_ctp_MnFeSOD_algae_mature	-	193	1.1e-40	132.3	3.5	1	1	3.7e-40	3.7e-40	130.6	3.5	1	193	1	182	1	182	0.85	-
NW_021163057.1_K04564_58bba69c_with_leader_u28_PF00081_M_bounded_31-214|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	1.5e-40	131.9	2.1	1	1	2.7e-40	2.7e-40	131.1	2.1	2	193	2	184	1	184	0.83	-
NC_088930.1_K04564_c6107477_with_leader_u22_PF00081_M_bounded_25-208|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	2.2e-40	131.4	1.3	1	1	4.7e-40	4.7e-40	130.3	1.3	2	193	2	184	1	184	0.90	-
O75007_fung_bounded_7-196|reference|Penicillium_chrysogenum|Mn	-	190	sp_ctp_MnFeSOD_algae_mature	-	193	2.6e-40	131.1	0.2	1	1	3e-40	3e-40	130.9	0.2	2	191	2	188	1	190	0.88	-
XP_065051554.1_bounded_37-238|SP_cnidaria	-	202	sp_ctp_MnFeSOD_algae_mature	-	193	3.2e-40	130.8	0.7	1	1	5.2e-40	5.2e-40	130.1	0.7	2	193	2	202	1	202	0.81	-
KAK3736516.1_bounded_34-235|SP_cnidaria	-	202	sp_ctp_MnFeSOD_algae_mature	-	193	3.4e-40	130.8	3.8	1	1	7e-40	7e-40	129.7	3.8	2	193	2	202	1	202	0.81	-
P28759_land_bounded_28-234|reference|Glycine_max|Fe	-	207	sp_ctp_MnFeSOD_algae_mature	-	193	3.4e-40	130.7	1.9	1	1	3.4e-39	3.4e-39	127.5	1.9	5	193	5	207	1	207	0.78	-
NW_025813402.1_K04564_d3bead77_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	4.1e-40	130.5	2.1	1	1	7.2e-40	7.2e-40	129.7	2.1	2	193	2	184	1	184	0.86	-
XP_020896468.1_bounded_35-236|SP_cnidaria	-	202	sp_ctp_MnFeSOD_algae_mature	-	193	1.7e-39	128.5	1.9	1	1	2.8e-39	2.8e-39	127.7	1.9	2	193	2	202	1	202	0.82	-
Q9P4T6_fung_bounded_4-187|reference|Agaricus_bisporus|Mn	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	1.6e-38	125.3	1.0	1	1	1.2e-37	1.2e-37	122.4	1.0	2	192	2	183	1	184	0.81	-
XP_032242609.1_bounded_38-239|SP_cnidaria	-	202	sp_ctp_MnFeSOD_algae_mature	-	193	1.2e-37	122.4	1.2	1	1	1.9e-37	1.9e-37	121.8	1.2	2	193	2	202	1	202	0.84	-
NW_018385051.1_K04564_bf905449_with_leader_u32_PF00081_M_bounded_35-219|SP_cnidaria	-	185	sp_ctp_MnFeSOD_algae_mature	-	193	2.4e-37	121.5	2.8	1	1	4e-37	4e-37	120.7	2.8	2	193	2	185	1	185	0.89	-
JAUJYZ010000745.1_K04564_47603ed6_with_leader_u31_PF00081_M_bounded_34-219|SP_cnidaria	-	186	sp_ctp_MnFeSOD_algae_mature	-	193	3.1e-36	117.8	4.8	1	1	5.9e-36	5.9e-36	116.9	4.8	2	193	2	186	1	186	0.88	-
NW_021126546.1_K04564_2e4adbc0_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria	-	184	sp_ctp_MnFeSOD_algae_mature	-	193	2e-35	115.2	3.3	1	1	6.6e-35	6.6e-35	113.5	3.3	1	193	1	184	1	184	0.84	-
Q5VSB7_land_bounded_44-234|reference|Oryza_sativa_subsp._japonica|Fe	-	191	sp_ctp_MnFeSOD_algae_mature	-	193	2.4e-35	114.9	0.1	1	1	2.7e-35	2.7e-35	114.7	0.1	5	193	5	191	1	191	0.89	-
CAB3989857.1_bounded_38-241|SP_cnidaria	-	204	sp_ctp_MnFeSOD_algae_mature	-	193	6.1e-35	113.6	0.7	1	1	1.2e-34	1.2e-34	112.7	0.7	2	193	2	204	1	204	0.81	-
A0A1E7FFE8_diat_bounded_44-213|reference|Fragilariopsis_cylindrus_CCMP1102|Fe	-	170	sp_ctp_MnFeSOD_algae_mature	-	193	1.8e-34	112.1	4.7	1	2	1.3e-31	1.3e-31	102.8	0.1	2	136	2	133	1	140	0.89	-
A0A1E7FFE8_diat_bounded_44-213|reference|Fragilariopsis_cylindrus_CCMP1102|Fe	-	170	sp_ctp_MnFeSOD_algae_mature	-	193	1.8e-34	112.1	4.7	2	2	0.0018	0.0018	10.9	1.4	175	193	151	170	143	170	0.80	-
NW_001834379.1_K04564_218b7627_with_leader_u35_PF00081_M_bounded_38-223|SP_cnidaria	-	186	sp_ctp_MnFeSOD_algae_mature	-	193	1.9e-34	112.0	2.1	1	1	3.6e-34	3.6e-34	111.1	2.1	2	193	2	186	1	186	0.88	-
XP_028402961.1_bounded_38-241|SP_cnidaria	-	204	sp_ctp_MnFeSOD_algae_mature	-	193	2.8e-34	111.5	0.2	1	1	4.7e-34	4.7e-34	110.7	0.2	2	193	2	204	1	204	0.82	-
CACRXK020001562.1_K04564_ba438d0e_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	1.1e-30	99.7	2.0	1	1	2.4e-30	2.4e-30	98.6	2.0	2	193	2	187	1	187	0.85	-
NW_021163045.1_K04564_93184bc0_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria	-	187	sp_ctp_MnFeSOD_algae_mature	-	193	1.9e-30	98.9	0.6	1	1	4.4e-30	4.4e-30	97.7	0.6	2	193	2	187	1	187	0.86	-
orbicella_symb_TRINITY_DN78611_c0_g2_i1.p1_to_K04564_236_bounded_30-226|SP_algae	-	197	sp_MnFeSOD_algae_mature	-	197	4.8e-133	433.6	2.6	1	1	5.3e-133	5.3e-133	433.4	2.6	1	197	1	197	1	197	1.00	-
OLP79028.1_with_leader_u20_PF00081_M_to_K04564_1017_bounded_23-219|SP_algae	-	197	sp_MnFeSOD_algae_mature	-	197	1.1e-132	432.4	2.4	1	1	1.2e-132	1.2e-132	432.3	2.4	1	197	1	197	1	197	1.00	-
CAK9100252.1_to_K04564_230_bounded_24-220|SP_algae	-	197	sp_MnFeSOD_algae_mature	-	197	8.8e-131	426.2	0.7	1	1	9.8e-131	9.8e-131	426.0	0.7	1	197	1	197	1	197	1.00	-
siderastrea_symb_TRINITY_DN8493_c0_g1_i1.p1_to_K04564_227_bounded_19-217|SP_algae	-	199	sp_MnFeSOD_algae_mature	-	197	1.5e-129	422.1	1.4	1	1	1.7e-129	1.7e-129	422.0	1.4	1	197	1	199	1	199	0.99	-
Q42684_gree_bounded_4-204|reference|Chlamydomonas_reinhardtii|Mn	-	201	sp_MnFeSOD_algae_mature	-	197	1.4e-75	246.0	0.7	1	1	1.6e-75	1.6e-75	245.8	0.7	2	197	2	201	1	201	0.91	-
OLP88777.1_with_leader_u60_PF00081_M_to_K04564_1935_bounded_63-255|SP_cTP_algae	-	193	sp_MnFeSOD_algae_mature	-	197	1.7e-75	245.7	0.2	1	1	1.9e-75	1.9e-75	245.6	0.2	2	197	2	193	1	193	0.95	-
OLP99006.1_with_leader_u58_PF00081_M_to_K04564_1204_bounded_61-253|SP_cTP_algae	-	193	sp_MnFeSOD_algae_mature	-	197	3e-75	244.9	0.4	1	1	3.4e-75	3.4e-75	244.8	0.4	2	197	2	193	1	193	0.96	-
orbicella_symb_TRINITY_DN78611_c0_g1_i1.p1_with_leader_u58_PF00081_M_to_K04564_282_bounded_61-253|SP_cTP_algae	-	193	sp_MnFeSOD_algae_mature	-	197	9.2e-75	243.3	0.2	1	1	1e-74	1e-74	243.2	0.2	2	197	2	193	1	193	0.96	-
orbicella_symb_TRINITY_DN393612_c0_g1_i1.p1_with_leader_u60_PF00081_M_to_K04564_278_bounded_63-255|SP_cTP_algae	-	193	sp_MnFeSOD_algae_mature	-	197	1e-74	243.2	0.4	1	1	1.2e-74	1.2e-74	243.0	0.4	2	197	2	193	1	193	0.95	-
CAL1168155.1_to_K04564_293_bounded_58-250|SP_cTP_algae	-	193	sp_MnFeSOD_algae_mature	-	197	1.2e-74	243.0	0.3	1	1	1.3e-74	1.3e-74	242.8	0.3	2	197	2	193	1	193	0.96	-
BGPT01004387.1_K04564_42ae3337_with_leader_u55_PF00081_M_to_K04564_204_bounded_58-251|SP_cTP_algae	-	194	sp_MnFeSOD_algae_mature	-	197	1.8e-74	242.4	0.3	1	1	2.1e-74	2.1e-74	242.2	0.3	2	197	2	194	1	194	0.95	-
