Genome accession	NFkB candidate	IkB candidate	NFkB chain contact coordinate	pDockQ2 region	pDockQ2 score	zipfile	zipfile_sha256	scoring_signature
GCA_942486035.1	CAH3136379.1	CAH3158546.1	255:398	B_C	0.403560	fold_cah3136379_1_cah3158546_1.zip	2967e88c2efcc45bb9f5d7318ffa8ec91de860df8224b806152c7d95df311e50	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3136379.1	CAH3158546.1	255:398	A_region_B_region	0.831690	fold_cah3136379_1_cah3158546_1.zip	2967e88c2efcc45bb9f5d7318ffa8ec91de860df8224b806152c7d95df311e50	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3136379.1	CAH3158546.1	255:398	A_region_C	0.616157	fold_cah3136379_1_cah3158546_1.zip	2967e88c2efcc45bb9f5d7318ffa8ec91de860df8224b806152c7d95df311e50	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3136379.1	CAH3158546.1	255:398	B_region_C	0.403560	fold_cah3136379_1_cah3158546_1.zip	2967e88c2efcc45bb9f5d7318ffa8ec91de860df8224b806152c7d95df311e50	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186482.1	CAH3116438.1	254:397	A_B	0.743060	fold_cah3186482_1_cah3116438_1.zip	af3bfdd1f46517b2748785e3b145fef48abe3cd59b87edc7a1362b7a862ce0a0	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3116438.1	254:397	A_C	0.267174	fold_cah3186482_1_cah3116438_1.zip	af3bfdd1f46517b2748785e3b145fef48abe3cd59b87edc7a1362b7a862ce0a0	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3116438.1	254:397	B_C	0.438348	fold_cah3186482_1_cah3116438_1.zip	af3bfdd1f46517b2748785e3b145fef48abe3cd59b87edc7a1362b7a862ce0a0	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3116438.1	254:397	A_region_B_region	0.759226	fold_cah3186482_1_cah3116438_1.zip	af3bfdd1f46517b2748785e3b145fef48abe3cd59b87edc7a1362b7a862ce0a0	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3116438.1	254:397	A_region_C	0.267174	fold_cah3186482_1_cah3116438_1.zip	af3bfdd1f46517b2748785e3b145fef48abe3cd59b87edc7a1362b7a862ce0a0	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3116438.1	254:397	B_region_C	0.438348	fold_cah3186482_1_cah3116438_1.zip	af3bfdd1f46517b2748785e3b145fef48abe3cd59b87edc7a1362b7a862ce0a0	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158544.1	254:397	A_B	0.316389	fold_cah3186482_1_cah3158544_1.zip	9bed74e3c14dfc60fd1c71db8ca65b4d3aa216ca1556da7cfa60ea24a42c4b48	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158544.1	254:397	A_C	0.009767	fold_cah3186482_1_cah3158544_1.zip	9bed74e3c14dfc60fd1c71db8ca65b4d3aa216ca1556da7cfa60ea24a42c4b48	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158544.1	254:397	B_C	0.009627	fold_cah3186482_1_cah3158544_1.zip	9bed74e3c14dfc60fd1c71db8ca65b4d3aa216ca1556da7cfa60ea24a42c4b48	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158544.1	254:397	A_region_B_region	0.316389	fold_cah3186482_1_cah3158544_1.zip	9bed74e3c14dfc60fd1c71db8ca65b4d3aa216ca1556da7cfa60ea24a42c4b48	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158544.1	254:397	A_region_C	0.009767	fold_cah3186482_1_cah3158544_1.zip	9bed74e3c14dfc60fd1c71db8ca65b4d3aa216ca1556da7cfa60ea24a42c4b48	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158544.1	254:397	B_region_C	0.009768	fold_cah3186482_1_cah3158544_1.zip	9bed74e3c14dfc60fd1c71db8ca65b4d3aa216ca1556da7cfa60ea24a42c4b48	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158546.1	254:397	A_B	0.207954	fold_cah3186482_1_cah3158546_1.zip	ff6d6bfcc4a45480d3034d41e29ff399b9014eba95d412bdfa0b70559cac3590	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158546.1	254:397	A_C	0.366454	fold_cah3186482_1_cah3158546_1.zip	ff6d6bfcc4a45480d3034d41e29ff399b9014eba95d412bdfa0b70559cac3590	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158546.1	254:397	B_C	0.279446	fold_cah3186482_1_cah3158546_1.zip	ff6d6bfcc4a45480d3034d41e29ff399b9014eba95d412bdfa0b70559cac3590	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158546.1	254:397	A_region_B_region	0.789978	fold_cah3186482_1_cah3158546_1.zip	ff6d6bfcc4a45480d3034d41e29ff399b9014eba95d412bdfa0b70559cac3590	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158546.1	254:397	A_region_C	0.366454	fold_cah3186482_1_cah3158546_1.zip	ff6d6bfcc4a45480d3034d41e29ff399b9014eba95d412bdfa0b70559cac3590	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186482.1	CAH3158546.1	254:397	B_region_C	0.306075	fold_cah3186482_1_cah3158546_1.zip	ff6d6bfcc4a45480d3034d41e29ff399b9014eba95d412bdfa0b70559cac3590	919519ab2e140a0fbc5407dacdc7a8843d6c95d2a4c8c21d3ed9db4da246496f
GCA_942486035.1	CAH3186488.1	CAH3186488.1	255:398	A_region_A_Cterm	0.421977	fold_cah3186488_1.zip	0af04b0d68fd96886009c52cfad793f93b4d073f1c039a6b08b57436ee0087a4	40ad1fb5ab55e140255d5d528b52fc60e7ea053bfa4ae1b82825e2ae77752e65
GCA_942486035.1	CAH3186488.1	CAH3116438.1	255:398	A_B	0.797034	fold_cah3186488_1_cah3116438_1.zip	c85a3271d8fdeffa12071d0f5b9239c65c73a70657774c399d1e40b6ba262513	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3116438.1	255:398	A_C	0.321720	fold_cah3186488_1_cah3116438_1.zip	c85a3271d8fdeffa12071d0f5b9239c65c73a70657774c399d1e40b6ba262513	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3116438.1	255:398	B_C	0.451715	fold_cah3186488_1_cah3116438_1.zip	c85a3271d8fdeffa12071d0f5b9239c65c73a70657774c399d1e40b6ba262513	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3116438.1	255:398	A_region_B_region	0.808499	fold_cah3186488_1_cah3116438_1.zip	c85a3271d8fdeffa12071d0f5b9239c65c73a70657774c399d1e40b6ba262513	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3116438.1	255:398	A_region_C	0.321720	fold_cah3186488_1_cah3116438_1.zip	c85a3271d8fdeffa12071d0f5b9239c65c73a70657774c399d1e40b6ba262513	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3116438.1	255:398	B_region_C	0.451715	fold_cah3186488_1_cah3116438_1.zip	c85a3271d8fdeffa12071d0f5b9239c65c73a70657774c399d1e40b6ba262513	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158544.1	255:398	A_B	0.647135	fold_cah3186488_1_cah3158544_1.zip	4643a71a60f332578685829c7fdc262a4b65b87db40fcc4f0389654590214b7a	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158544.1	255:398	A_C	0.348363	fold_cah3186488_1_cah3158544_1.zip	4643a71a60f332578685829c7fdc262a4b65b87db40fcc4f0389654590214b7a	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158544.1	255:398	B_C	0.443090	fold_cah3186488_1_cah3158544_1.zip	4643a71a60f332578685829c7fdc262a4b65b87db40fcc4f0389654590214b7a	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158544.1	255:398	A_region_B_region	0.813914	fold_cah3186488_1_cah3158544_1.zip	4643a71a60f332578685829c7fdc262a4b65b87db40fcc4f0389654590214b7a	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158544.1	255:398	A_region_C	0.348363	fold_cah3186488_1_cah3158544_1.zip	4643a71a60f332578685829c7fdc262a4b65b87db40fcc4f0389654590214b7a	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158544.1	255:398	B_region_C	0.443090	fold_cah3186488_1_cah3158544_1.zip	4643a71a60f332578685829c7fdc262a4b65b87db40fcc4f0389654590214b7a	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158546.1	255:398	A_B	0.856161	fold_cah3186488_1_cah3158546_1.zip	2642f883a5904e2043250fcdfc61a74f878edd18dfb34e3878002c3a860325ec	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158546.1	255:398	A_C	0.620393	fold_cah3186488_1_cah3158546_1.zip	2642f883a5904e2043250fcdfc61a74f878edd18dfb34e3878002c3a860325ec	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158546.1	255:398	B_C	0.435966	fold_cah3186488_1_cah3158546_1.zip	2642f883a5904e2043250fcdfc61a74f878edd18dfb34e3878002c3a860325ec	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158546.1	255:398	A_region_B_region	0.856161	fold_cah3186488_1_cah3158546_1.zip	2642f883a5904e2043250fcdfc61a74f878edd18dfb34e3878002c3a860325ec	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158546.1	255:398	A_region_C	0.620393	fold_cah3186488_1_cah3158546_1.zip	2642f883a5904e2043250fcdfc61a74f878edd18dfb34e3878002c3a860325ec	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486035.1	CAH3186488.1	CAH3158546.1	255:398	B_region_C	0.435966	fold_cah3186488_1_cah3158546_1.zip	2642f883a5904e2043250fcdfc61a74f878edd18dfb34e3878002c3a860325ec	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3117715.1	255:398	A_region_A_Cterm	0.579200	fold_cah3117715_1.zip	cb40d5a7c3910ef540abc081fcb5d3a158eee4abadd18318af628fe0d5d64a18	5e13ec1598ceef00909e99a46b9eae44dab95df940b9b9b4782417c0b16c7bcf
GCA_942486045.1	CAH3117715.1	CAH3140492.1	255:398	A_B	0.784160	fold_cah3117715_1_cah3140492_1.zip	afc41d39f21da108c01ca8d819d4d4aa7c148249e1a1b04186966b98e816e60e	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3140492.1	255:398	A_C	0.295708	fold_cah3117715_1_cah3140492_1.zip	afc41d39f21da108c01ca8d819d4d4aa7c148249e1a1b04186966b98e816e60e	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3140492.1	255:398	B_C	0.255460	fold_cah3117715_1_cah3140492_1.zip	afc41d39f21da108c01ca8d819d4d4aa7c148249e1a1b04186966b98e816e60e	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3140492.1	255:398	A_region_B_region	0.784160	fold_cah3117715_1_cah3140492_1.zip	afc41d39f21da108c01ca8d819d4d4aa7c148249e1a1b04186966b98e816e60e	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3140492.1	255:398	A_region_C	0.295708	fold_cah3117715_1_cah3140492_1.zip	afc41d39f21da108c01ca8d819d4d4aa7c148249e1a1b04186966b98e816e60e	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3140492.1	255:398	B_region_C	0.483648	fold_cah3117715_1_cah3140492_1.zip	afc41d39f21da108c01ca8d819d4d4aa7c148249e1a1b04186966b98e816e60e	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3146082.1	255:398	A_B	0.784567	fold_cah3117715_1_cah3146082_1.zip	6b760e0d69b086ed505d4ebda88ba155a38fb7d40f3c2bf4a4c95ee621229c04	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3146082.1	255:398	A_C	0.400514	fold_cah3117715_1_cah3146082_1.zip	6b760e0d69b086ed505d4ebda88ba155a38fb7d40f3c2bf4a4c95ee621229c04	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3146082.1	255:398	B_C	0.303133	fold_cah3117715_1_cah3146082_1.zip	6b760e0d69b086ed505d4ebda88ba155a38fb7d40f3c2bf4a4c95ee621229c04	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3146082.1	255:398	A_region_B_region	0.784567	fold_cah3117715_1_cah3146082_1.zip	6b760e0d69b086ed505d4ebda88ba155a38fb7d40f3c2bf4a4c95ee621229c04	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3146082.1	255:398	A_region_C	0.400514	fold_cah3117715_1_cah3146082_1.zip	6b760e0d69b086ed505d4ebda88ba155a38fb7d40f3c2bf4a4c95ee621229c04	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCA_942486045.1	CAH3117715.1	CAH3146082.1	255:398	B_region_C	0.303133	fold_cah3117715_1_cah3146082_1.zip	6b760e0d69b086ed505d4ebda88ba155a38fb7d40f3c2bf4a4c95ee621229c04	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_000209225.1	XP_032228246.1	XP_001626962.2	261:405	A_B	0.804342	fold_xp_032228246_1_xp_001626962_2.zip	f68b665e31aaba3e4fc078509ac1aa5f246c1b36f96ba1eee47064e9797dd0c0	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_001626962.2	261:405	A_C	0.358706	fold_xp_032228246_1_xp_001626962_2.zip	f68b665e31aaba3e4fc078509ac1aa5f246c1b36f96ba1eee47064e9797dd0c0	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_001626962.2	261:405	B_C	0.426187	fold_xp_032228246_1_xp_001626962_2.zip	f68b665e31aaba3e4fc078509ac1aa5f246c1b36f96ba1eee47064e9797dd0c0	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_001626962.2	261:405	A_region_B_region	0.804342	fold_xp_032228246_1_xp_001626962_2.zip	f68b665e31aaba3e4fc078509ac1aa5f246c1b36f96ba1eee47064e9797dd0c0	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_001626962.2	261:405	A_region_C	0.358706	fold_xp_032228246_1_xp_001626962_2.zip	f68b665e31aaba3e4fc078509ac1aa5f246c1b36f96ba1eee47064e9797dd0c0	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_001626962.2	261:405	B_region_C	0.426187	fold_xp_032228246_1_xp_001626962_2.zip	f68b665e31aaba3e4fc078509ac1aa5f246c1b36f96ba1eee47064e9797dd0c0	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032228503.1	261:405	A_B	0.776194	fold_xp_032228246_1_xp_032228503_1.zip	8a6985aa4752162cf7359f7076e46cc5b253f18c1f82c25487610938441f1a3a	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032228503.1	261:405	A_C	0.379141	fold_xp_032228246_1_xp_032228503_1.zip	8a6985aa4752162cf7359f7076e46cc5b253f18c1f82c25487610938441f1a3a	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032228503.1	261:405	B_C	0.105556	fold_xp_032228246_1_xp_032228503_1.zip	8a6985aa4752162cf7359f7076e46cc5b253f18c1f82c25487610938441f1a3a	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032228503.1	261:405	A_region_B_region	0.776194	fold_xp_032228246_1_xp_032228503_1.zip	8a6985aa4752162cf7359f7076e46cc5b253f18c1f82c25487610938441f1a3a	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032228503.1	261:405	A_region_C	0.379141	fold_xp_032228246_1_xp_032228503_1.zip	8a6985aa4752162cf7359f7076e46cc5b253f18c1f82c25487610938441f1a3a	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032228503.1	261:405	B_region_C	0.116570	fold_xp_032228246_1_xp_032228503_1.zip	8a6985aa4752162cf7359f7076e46cc5b253f18c1f82c25487610938441f1a3a	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032230483.1	261:405	A_B	0.589867	fold_xp_032228246_1_xp_032230483_1.zip	331708ebdc2eb88b10c459e3aa88874c617da5bc611dfc02bee24984866376da	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032230483.1	261:405	A_C	0.419738	fold_xp_032228246_1_xp_032230483_1.zip	331708ebdc2eb88b10c459e3aa88874c617da5bc611dfc02bee24984866376da	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032230483.1	261:405	B_C	0.017355	fold_xp_032228246_1_xp_032230483_1.zip	331708ebdc2eb88b10c459e3aa88874c617da5bc611dfc02bee24984866376da	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032230483.1	261:405	A_region_B_region	0.598802	fold_xp_032228246_1_xp_032230483_1.zip	331708ebdc2eb88b10c459e3aa88874c617da5bc611dfc02bee24984866376da	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032230483.1	261:405	A_region_C	0.419738	fold_xp_032228246_1_xp_032230483_1.zip	331708ebdc2eb88b10c459e3aa88874c617da5bc611dfc02bee24984866376da	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000209225.1	XP_032228246.1	XP_032230483.1	261:405	B_region_C	0.017355	fold_xp_032228246_1_xp_032230483_1.zip	331708ebdc2eb88b10c459e3aa88874c617da5bc611dfc02bee24984866376da	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_000222465.1	XP_015766406.1	XP_015766406.1	254:389	A_region_A_Cterm	0.011320	fold_xp_015766406_1.zip	f092a6780d7e70a3317abceeb70d3b3bf66922bca7775704272805479f947d9f	52c597b713bdcfa4aac89d19bab1fa0d7de7f3be18cdc903b918f70390153b64
GCF_001417965.1	XP_020916759.1	XP_020916759.1	258:400	A_region_A_Cterm	0.453012	fold_xp_020916759_1.zip	153f55351e90e6980c102f7a33e6b102122bb47b9038f19a606d819f5b5fabed	ffe056cd53933ea90ac635aed5abd695f34e1381ce856dc7686b81e47efc8d64
GCF_001417965.1	XP_020916759.1	XP_020901899.1	258:400	A_B	0.586097	fold_xp_020916759_1_xp_020901899_1.zip	5555023d4b656bd4f84182b156073865d18bc1889e47cf69b386845c1cf42c05	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020901899.1	258:400	A_C	0.454468	fold_xp_020916759_1_xp_020901899_1.zip	5555023d4b656bd4f84182b156073865d18bc1889e47cf69b386845c1cf42c05	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020901899.1	258:400	B_C	0.327256	fold_xp_020916759_1_xp_020901899_1.zip	5555023d4b656bd4f84182b156073865d18bc1889e47cf69b386845c1cf42c05	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020901899.1	258:400	A_region_B_region	0.746436	fold_xp_020916759_1_xp_020901899_1.zip	5555023d4b656bd4f84182b156073865d18bc1889e47cf69b386845c1cf42c05	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020901899.1	258:400	A_region_C	0.454468	fold_xp_020916759_1_xp_020901899_1.zip	5555023d4b656bd4f84182b156073865d18bc1889e47cf69b386845c1cf42c05	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020901899.1	258:400	B_region_C	0.342428	fold_xp_020916759_1_xp_020901899_1.zip	5555023d4b656bd4f84182b156073865d18bc1889e47cf69b386845c1cf42c05	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020903771.1	258:400	A_B	0.286364	fold_xp_020916759_1_xp_020903771_1.zip	6dbb3b4bd2816313909d71e68434ab14bc2faec9ac9dfd003c8ec2387a932c8f	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020903771.1	258:400	A_C	0.586738	fold_xp_020916759_1_xp_020903771_1.zip	6dbb3b4bd2816313909d71e68434ab14bc2faec9ac9dfd003c8ec2387a932c8f	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020903771.1	258:400	B_C	0.395572	fold_xp_020916759_1_xp_020903771_1.zip	6dbb3b4bd2816313909d71e68434ab14bc2faec9ac9dfd003c8ec2387a932c8f	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020903771.1	258:400	A_region_B_region	0.807659	fold_xp_020916759_1_xp_020903771_1.zip	6dbb3b4bd2816313909d71e68434ab14bc2faec9ac9dfd003c8ec2387a932c8f	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020903771.1	258:400	A_region_C	0.586738	fold_xp_020916759_1_xp_020903771_1.zip	6dbb3b4bd2816313909d71e68434ab14bc2faec9ac9dfd003c8ec2387a932c8f	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020903771.1	258:400	B_region_C	0.395572	fold_xp_020916759_1_xp_020903771_1.zip	6dbb3b4bd2816313909d71e68434ab14bc2faec9ac9dfd003c8ec2387a932c8f	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020904317.1	258:400	A_B	0.389682	fold_xp_020916759_1_xp_020904317_1.zip	8d47d26b6e46c6674181d1df07df7372a83ef472c3137364862f981f7f535f74	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020904317.1	258:400	A_C	0.273145	fold_xp_020916759_1_xp_020904317_1.zip	8d47d26b6e46c6674181d1df07df7372a83ef472c3137364862f981f7f535f74	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020904317.1	258:400	B_C	0.181234	fold_xp_020916759_1_xp_020904317_1.zip	8d47d26b6e46c6674181d1df07df7372a83ef472c3137364862f981f7f535f74	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020904317.1	258:400	A_region_B_region	0.701174	fold_xp_020916759_1_xp_020904317_1.zip	8d47d26b6e46c6674181d1df07df7372a83ef472c3137364862f981f7f535f74	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020904317.1	258:400	A_region_C	0.273145	fold_xp_020916759_1_xp_020904317_1.zip	8d47d26b6e46c6674181d1df07df7372a83ef472c3137364862f981f7f535f74	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
GCF_001417965.1	XP_020916759.1	XP_020904317.1	258:400	B_region_C	0.181234	fold_xp_020916759_1_xp_020904317_1.zip	8d47d26b6e46c6674181d1df07df7372a83ef472c3137364862f981f7f535f74	f6e499573959b598e8a737db64c3b1df658e62e68dc18f43988ea6c0314faf6c
