transcript_id	locus_id	rank	score	raw_score	strand	transcript_length	locus_length	transcript_coverage	identity	gap_count	gap_bases	transcript_start	transcript_end	locus_start	locus_end
Oarb_148322_c2_g1_i6.p1_1_255|Oarb_148322_c2_g1_i6_2035_2799	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	5	1.5686274509803921	24.0	+	765	1062	0.03398692810457516	0.9615384615384616	4	7	512	540	460	491
Oarb_154257_c8_g1_i1.p1_1_240|Oarb_154257_c8_g1_i1_720_1	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	1	79.375	1143.0	+	720	3237	1.0	0.9597222222222223	5	132	0	720	339	1191
Oarb_154257_c8_g1_i1.p1_1_240|Oarb_154257_c8_g1_i1_720_1	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	2	41.388888888888886	596.0	+	720	1062	0.925	0.8108108108108109	12	58	0	719	129	800
Oarb_154257_c8_g1_i1.p1_1_240|Oarb_154257_c8_g1_i1_720_1	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	3	1.9444444444444444	28.0	+	720	1128	0.04861111111111111	0.8285714285714286	2	4	85	120	137	176
Oarb_154257_c8_g1_i1.p1_1_240|Oarb_154257_c8_g1_i1_720_1	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	4	1.875	27.0	+	720	1215	0.03333333333333333	0.875	1	2	667	693	202	226
Oarb_154257_c8_g1_i1.p1_1_240|Oarb_154257_c8_g1_i1_720_1	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	5	1.6666666666666667	24.0	-	720	1068	0.027777777777777776	0.9	1	2	474	496	762	782
Oarb_154257_c8_g1_i3.p1_1_419|Oarb_154257_c8_g1_i3_3525_2269	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	1	80.42959427207637	2022.0	+	1257	3237	1.0	0.964200477326969	9	231	0	1257	0	1488
Oarb_154257_c8_g1_i3.p1_1_419|Oarb_154257_c8_g1_i3_3525_2269	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	2	37.11217183770883	933.0	+	1257	1062	0.7891805887032617	0.8155241935483871	17	68	155	1202	2	1007
Oarb_154257_c8_g1_i3.p1_1_419|Oarb_154257_c8_g1_i3_3525_2269	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	3	1.0739856801909309	27.0	+	1257	1215	0.01909307875894988	0.875	1	2	949	975	202	226
Oarb_154257_c8_g1_i3.p1_1_419|Oarb_154257_c8_g1_i3_3525_2269	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	4	1.0739856801909309	27.0	+	1257	1128	0.016706443914081145	0.8571428571428571	0	0	651	672	198	219
Oarb_154257_c8_g1_i3.p1_1_419|Oarb_154257_c8_g1_i3_3525_2269	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	5	0.954653937947494	24.0	-	1257	1068	0.015910898965791568	0.9	1	2	756	778	762	782
Oarb_154257_c8_g1_i3.p1_1_916|Oarb_154257_c8_g1_i3_3525_778	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	1	79.60334788937409	4375.0	+	2748	3237	0.9858078602620087	0.9704688076781101	19	567	0	2748	0	3237
Oarb_154257_c8_g1_i3.p1_1_916|Oarb_154257_c8_g1_i3_3525_778	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	2	17.012372634643377	935.0	+	2748	1062	0.38064046579330424	0.8087954110898662	21	73	155	1260	2	1062
Oarb_154257_c8_g1_i3.p1_1_916|Oarb_154257_c8_g1_i3_3525_778	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	3	0.673216885007278	37.0	+	2748	1128	0.011280931586608443	0.8387096774193549	0	0	1525	1556	379	410
Oarb_154257_c8_g1_i3.p1_1_916|Oarb_154257_c8_g1_i3_3525_778	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	4	0.6004366812227074	33.0	+	2748	1068	0.012008733624454149	0.9090909090909091	3	6	1533	1567	600	638
Oarb_154257_c8_g1_i3.p1_1_916|Oarb_154257_c8_g1_i3_3525_778	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	5	0.6004366812227074	33.0	+	2748	1215	0.008733624454148471	0.875	0	0	2063	2087	1109	1133
Oarb_96189_c0_g1_i1.p1_1_229|Oarb_96189_c0_g1_i1_2_688	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	1	83.04221251819506	1141.0	+	687	3237	1.0	0.9781659388646288	5	138	0	687	1701	2526
Oarb_96189_c0_g1_i1.p1_1_229|Oarb_96189_c0_g1_i1_2_688	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	2	3.7117903930131004	51.0	+	687	1128	0.17612809315866085	0.8264462809917356	12	38	507	647	849	989
Oarb_96189_c0_g1_i1.p1_1_229|Oarb_96189_c0_g1_i1_2_688	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	3	2.692867540029112	37.0	+	687	1068	0.13682678311499272	0.7446808510638298	5	11	468	565	778	880
Oarb_96189_c0_g1_i1.p1_1_229|Oarb_96189_c0_g1_i1_2_688	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	4	2.547307132459971	35.0	+	687	1215	0.18340611353711792	0.7301587301587301	6	23	505	644	997	1133
Oarb_96189_c0_g1_i1.p1_1_229|Oarb_96189_c0_g1_i1_2_688	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	5	1.8922852983988354	26.0	-	687	1062	0.033478893740902474	0.9565217391304348	2	7	98	122	373	402
pseudodiploria_host_TRINITY_DN178043_c0_g1_i1.p1_1_225|pseudodiploria_host_TRINITY_DN178043_c0_g1_i1_2248_2922	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	1	100.0	1350.0	+	675	1179	1.0	1.0	0	0	0	675	504	1179
pseudodiploria_host_TRINITY_DN178043_c0_g1_i1.p1_1_225|pseudodiploria_host_TRINITY_DN178043_c0_g1_i1_2248_2922	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	2	5.185185185185185	70.0	+	675	1053	0.2088888888888889	0.8085106382978723	11	33	472	628	799	958
pseudodiploria_host_TRINITY_DN178043_c0_g1_i1.p1_1_225|pseudodiploria_host_TRINITY_DN178043_c0_g1_i1_2248_2922	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	3	4.888888888888889	66.0	+	675	1149	0.277037037037037	0.7967914438502673	19	42	452	660	848	1056
pseudodiploria_host_TRINITY_DN178043_c0_g1_i1.p1_1_225|pseudodiploria_host_TRINITY_DN178043_c0_g1_i1_2248_2922	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	4	2.888888888888889	39.0	+	675	2730	0.10518518518518519	0.7605633802816901	3	6	444	516	1907	1983
pseudodiploria_host_TRINITY_DN178043_c0_g1_i6.p1_1_158|pseudodiploria_host_TRINITY_DN178043_c0_g1_i6_2248_2721	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	1	100.0	948.0	+	474	1179	1.0	1.0	0	0	0	474	504	978
pseudodiploria_host_TRINITY_DN178043_c0_g1_i6.p1_1_158|pseudodiploria_host_TRINITY_DN178043_c0_g1_i6_2248_2721	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	2	4.219409282700422	40.0	+	474	1053	0.1540084388185654	0.7945205479452054	6	7	158	236	474	549
pseudodiploria_host_TRINITY_DN178043_c0_g1_i6.p1_1_158|pseudodiploria_host_TRINITY_DN178043_c0_g1_i6_2248_2721	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	3	3.586497890295359	34.0	+	474	2730	0.12658227848101267	0.8166666666666667	5	11	250	313	1714	1782
pseudodiploria_host_TRINITY_DN178043_c0_g1_i6.p1_1_158|pseudodiploria_host_TRINITY_DN178043_c0_g1_i6_2248_2721	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	3.3755274261603376	32.0	+	474	1149	0.1160337552742616	0.8363636363636363	4	17	59	114	368	440
pseudodiploria_host_TRINITY_DN187230_c1_g2_i2.p1_2_109|pseudodiploria_host_TRINITY_DN187230_c1_g2_i2_5_328	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	1	98.45679012345678	638.0	+	324	1053	1.0	0.9938271604938271	0	0	0	324	327	651
pseudodiploria_host_TRINITY_DN187230_c1_g2_i2.p1_2_109|pseudodiploria_host_TRINITY_DN187230_c1_g2_i2_5_328	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	2	6.172839506172839	40.0	+	324	1179	0.22530864197530864	0.7945205479452054	6	7	147	222	662	740
pseudodiploria_host_TRINITY_DN187230_c1_g2_i2.p1_2_109|pseudodiploria_host_TRINITY_DN187230_c1_g2_i2_5_328	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	3	4.320987654320987	28.0	+	324	1149	0.14506172839506173	0.7446808510638298	1	2	23	72	346	393
pseudodiploria_host_TRINITY_DN187230_c1_g2_i2.p1_2_109|pseudodiploria_host_TRINITY_DN187230_c1_g2_i2_5_328	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	4	3.8580246913580245	25.0	+	324	2730	0.08024691358024691	0.8846153846153846	2	4	168	197	1532	1559
pseudodiploria_host_TRINITY_DN189231_c0_g2_i1.p1_1_155|pseudodiploria_host_TRINITY_DN189231_c0_g2_i1_3_467	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	1	86.55913978494624	805.0	+	465	1053	0.8924731182795699	0.9879518072289156	0	0	0	415	633	1048
pseudodiploria_host_TRINITY_DN189231_c0_g2_i1.p1_1_155|pseudodiploria_host_TRINITY_DN189231_c0_g2_i1_3_467	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	2	7.741935483870968	72.0	+	465	1179	0.3032258064516129	0.8226950354609929	13	33	166	325	976	1132
pseudodiploria_host_TRINITY_DN189231_c0_g2_i1.p1_1_155|pseudodiploria_host_TRINITY_DN189231_c0_g2_i1_3_467	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	3	3.3333333333333335	31.0	+	465	2730	0.08602150537634409	0.825	2	6	270	310	2046	2092
pseudodiploria_host_TRINITY_DN189231_c0_g2_i1.p1_1_155|pseudodiploria_host_TRINITY_DN189231_c0_g2_i1_3_467	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	2.5806451612903225	24.0	+	465	1149	0.025806451612903226	1.0	0	0	285	297	528	540
pseudodiploria_host_TRINITY_DN189231_c0_g2_i5.p1_1_107|pseudodiploria_host_TRINITY_DN189231_c0_g2_i5_666_986	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	1	82.86604361370716	532.0	+	321	1053	0.8442367601246106	0.992619926199262	0	0	0	271	777	1048
pseudodiploria_host_TRINITY_DN189231_c0_g2_i5.p1_1_107|pseudodiploria_host_TRINITY_DN189231_c0_g2_i5_666_986	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	2	11.214953271028037	72.0	+	321	1179	0.4392523364485981	0.8226950354609929	13	33	22	181	976	1132
pseudodiploria_host_TRINITY_DN189231_c0_g2_i5.p1_1_107|pseudodiploria_host_TRINITY_DN189231_c0_g2_i5_666_986	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	3	4.8286604361370715	31.0	+	321	2730	0.12461059190031153	0.825	2	6	126	166	2046	2092
pseudodiploria_host_TRINITY_DN189231_c0_g2_i5.p1_1_107|pseudodiploria_host_TRINITY_DN189231_c0_g2_i5_666_986	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	3.7383177570093458	24.0	+	321	1149	0.037383177570093455	1.0	0	0	141	153	528	540
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11.p1_31_145|pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_3145_2801	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	1	93.04347826086956	642.0	+	345	1149	1.0	0.9884057971014493	1	24	0	345	396	765
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11.p1_31_145|pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_3145_2801	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	2	5.217391304347826	36.0	+	345	2730	0.1246376811594203	0.813953488372093	2	2	90	134	1632	1676
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11.p1_31_145|pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_3145_2801	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	4.927536231884058	34.0	+	345	1179	0.4666666666666667	0.782608695652174	17	45	84	267	666	850
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11.p1_31_145|pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_3145_2801	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	3.4782608695652173	24.0	+	345	1053	0.034782608695652174	1.0	0	0	108	120	918	930
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5.p1_1_202|pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1420	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	1	95.7095709570957	1160.0	+	606	1149	1.0	0.9900990099009901	1	18	0	606	525	1149
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5.p1_1_202|pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1420	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	2	6.765676567656766	82.0	+	606	1179	0.4207920792079208	0.788235294117647	25	58	229	513	880	1164
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5.p1_1_202|pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1420	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	3	5.858085808580858	71.0	+	606	2730	0.297029702970297	0.7722222222222223	14	28	324	518	1938	2132
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5.p1_1_202|pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1420	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	1.9801980198019802	24.0	+	606	1053	0.09570957095709572	0.8275862068965517	7	14	306	371	780	845
pseudodiploria_host_TRINITY_DN190911_c0_g2_i6.p1_2_124|pseudodiploria_host_TRINITY_DN190911_c0_g2_i6_1462_1094	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	1	98.6449864498645	728.0	+	369	1149	1.0	0.994579945799458	0	0	0	369	780	1149
pseudodiploria_host_TRINITY_DN190911_c0_g2_i6.p1_2_124|pseudodiploria_host_TRINITY_DN190911_c0_g2_i6_1462_1094	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	2	9.620596205962059	71.0	+	369	2730	0.4878048780487805	0.7722222222222223	14	28	87	281	1938	2132
pseudodiploria_host_TRINITY_DN190911_c0_g2_i6.p1_2_124|pseudodiploria_host_TRINITY_DN190911_c0_g2_i6_1462_1094	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	9.34959349593496	69.0	+	369	1179	0.5067750677506775	0.7914438502673797	17	42	68	276	956	1164
pseudodiploria_host_TRINITY_DN190911_c0_g2_i6.p1_2_124|pseudodiploria_host_TRINITY_DN190911_c0_g2_i6_1462_1094	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	3.252032520325203	24.0	+	369	1053	0.15718157181571815	0.8275862068965517	7	14	69	134	780	845
pseudodiploria_host_TRINITY_DN200187_c2_g4_i1.p1_1_113|pseudodiploria_host_TRINITY_DN200187_c2_g4_i1_301_639	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	94.54277286135694	641.0	+	339	2730	0.9970501474926253	0.9792899408284024	0	0	0	338	636	974
pseudodiploria_host_TRINITY_DN200187_c2_g4_i1.p1_1_113|pseudodiploria_host_TRINITY_DN200187_c2_g4_i1_301_639	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	2	3.982300884955752	27.0	+	339	1053	0.05604719764011799	0.9473684210526315	1	2	207	226	256	277
pseudodiploria_host_TRINITY_DN200187_c2_g4_i1.p1_1_113|pseudodiploria_host_TRINITY_DN200187_c2_g4_i1_301_639	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	3.5398230088495577	24.0	+	339	1179	0.07374631268436578	0.84	1	2	152	179	236	261
pseudodiploria_host_TRINITY_DN200187_c2_g4_i1.p1_1_113|pseudodiploria_host_TRINITY_DN200187_c2_g4_i1_301_639	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	2.949852507374631	20.0	-	339	1149	0.04424778761061947	0.8666666666666667	0	0	277	292	766	781
pseudodiploria_host_TRINITY_DN200187_c2_g4_i2.p1_1_215|pseudodiploria_host_TRINITY_DN200187_c2_g4_i2_1_645	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	94.57364341085271	1220.0	+	645	2730	0.9922480620155039	0.98125	0	0	0	640	234	874
pseudodiploria_host_TRINITY_DN200187_c2_g4_i2.p1_1_215|pseudodiploria_host_TRINITY_DN200187_c2_g4_i2_1_645	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	2	2.248062015503876	29.0	+	645	1179	0.03875968992248062	0.88	1	2	554	581	236	261
pseudodiploria_host_TRINITY_DN200187_c2_g4_i2.p1_1_215|pseudodiploria_host_TRINITY_DN200187_c2_g4_i2_1_645	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	3	2.0930232558139537	27.0	+	645	1053	0.02945736434108527	0.9473684210526315	1	2	609	628	256	277
pseudodiploria_host_TRINITY_DN200187_c2_g4_i2.p1_1_215|pseudodiploria_host_TRINITY_DN200187_c2_g4_i2_1_645	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	1.7054263565891472	22.0	+	645	1149	0.040310077519379844	0.8461538461538461	2	2	345	371	336	364
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_1_653|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	95.30372639101583	3734.0	+	1959	2730	0.9954058192955589	0.9856410256410256	2	18	0	1959	63	2022
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_1_653|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	2	0.9954058192955589	39.0	+	1959	1179	0.03624298111281266	0.7605633802816901	3	6	1844	1920	948	1020
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_1_653|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	3	0.9954058192955589	39.0	+	1959	1149	0.026544155181214904	0.8269230769230769	3	8	1875	1931	867	923
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_1_653|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	0.7146503318019398	28.0	+	1959	1053	0.013782542113323124	0.8518518518518519	1	2	1469	1496	495	524
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_5_1222	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	95.6896551724138	2331.0	+	1218	2730	1.0	0.9827586206896551	0	0	0	1218	66	1284
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_5_1222	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	2	1.1083743842364533	27.0	+	1218	1053	0.015599343185550082	0.9473684210526315	1	2	777	796	256	277
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_5_1222	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	0.9852216748768473	24.0	+	1218	1179	0.020525451559934318	0.84	1	2	722	749	236	261
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_5_1222	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	0.90311986863711	22.0	+	1218	1149	0.021346469622331693	0.8461538461538461	2	2	513	539	336	364
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_1_419|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_2_1258	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	95.90294351630867	2411.0	+	1257	2730	0.9968178202068417	0.9848363926576217	0	0	0	1253	63	1316
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_1_419|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_2_1258	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	2	1.0739856801909309	27.0	+	1257	1053	0.015115354017501989	0.9473684210526315	1	2	780	799	256	277
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_1_419|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_2_1258	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	0.954653937947494	24.0	+	1257	1179	0.01988862370723946	0.84	1	2	725	752	236	261
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_1_419|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_2_1258	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	0.8750994431185362	22.0	+	1257	1149	0.020684168655529037	0.8461538461538461	2	2	516	542	336	364
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_5_1222	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	96.10016420361248	2341.0	+	1218	2730	1.0	0.9844006568144499	0	0	0	1218	66	1284
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_5_1222	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	2	1.1083743842364533	27.0	+	1218	1053	0.015599343185550082	0.9473684210526315	1	2	777	796	256	277
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_5_1222	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	0.9852216748768473	24.0	+	1218	1179	0.020525451559934318	0.84	1	2	722	749	236	261
pseudodiploria_host_TRINITY_DN200187_c2_g4_i4.p1_2_407|pseudodiploria_host_TRINITY_DN200187_c2_g4_i4_5_1222	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	4	0.90311986863711	22.0	+	1218	1149	0.021346469622331693	0.8461538461538461	2	2	513	539	336	364
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2.p2_1_296|pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	93.18693693693693	1655.0	+	888	2730	0.9718468468468469	0.996523754345307	6	32	0	888	1860	2730
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2.p2_1_296|pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	2	3.7162162162162162	66.0	+	888	1149	0.20270270270270271	0.7666666666666667	14	28	78	272	867	1061
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2.p2_1_296|pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	2.195945945945946	39.0	+	888	1179	0.07995495495495496	0.7605633802816901	3	6	47	123	948	1020
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2.p2_1_296|pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	1.7454954954954955	31.0	+	888	1053	0.04504504504504504	0.825	2	6	186	232	903	943
pseudodiploria_host_TRINITY_DN202411_c1_g2_i3.p1_1_144|pseudodiploria_host_TRINITY_DN202411_c1_g2_i3_3_434	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	88.31018518518519	763.0	+	432	2730	0.8888888888888888	0.9973958333333334	0	0	0	384	1860	2244
pseudodiploria_host_TRINITY_DN202411_c1_g2_i3.p1_1_144|pseudodiploria_host_TRINITY_DN202411_c1_g2_i3_3_434	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	2	8.217592592592593	71.0	+	432	1149	0.4166666666666667	0.7722222222222223	14	28	78	272	867	1061
pseudodiploria_host_TRINITY_DN202411_c1_g2_i3.p1_1_144|pseudodiploria_host_TRINITY_DN202411_c1_g2_i3_3_434	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	5.092592592592593	44.0	+	432	1179	0.16435185185185186	0.7746478873239436	3	6	47	123	948	1020
pseudodiploria_host_TRINITY_DN202411_c1_g2_i3.p1_1_144|pseudodiploria_host_TRINITY_DN202411_c1_g2_i3_3_434	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	3.587962962962963	31.0	+	432	1053	0.09259259259259259	0.825	2	6	186	232	903	943
pseudodiploria_host_TRINITY_DN202411_c1_g2_i4.p3_1_255|pseudodiploria_host_TRINITY_DN202411_c1_g2_i4_3_767	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	91.83006535947712	1405.0	+	765	2730	0.9712418300653595	0.9959623149394348	7	38	0	765	1860	2619
pseudodiploria_host_TRINITY_DN202411_c1_g2_i4.p3_1_255|pseudodiploria_host_TRINITY_DN202411_c1_g2_i4_3_767	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	2	4.313725490196078	66.0	+	765	1149	0.23529411764705882	0.7666666666666667	14	28	78	272	867	1061
pseudodiploria_host_TRINITY_DN202411_c1_g2_i4.p3_1_255|pseudodiploria_host_TRINITY_DN202411_c1_g2_i4_3_767	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	2.549019607843137	39.0	+	765	1179	0.09281045751633987	0.7605633802816901	3	6	47	123	948	1020
pseudodiploria_host_TRINITY_DN202411_c1_g2_i4.p3_1_255|pseudodiploria_host_TRINITY_DN202411_c1_g2_i4_3_767	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	2.026143790849673	31.0	+	765	1053	0.05228758169934641	0.825	2	6	186	232	903	943
pseudodiploria_host_TRINITY_DN202411_c1_g2_i5.p1_1_111|pseudodiploria_host_TRINITY_DN202411_c1_g2_i5_3_335	CDRNSK010000150.1_p100-like_cnidaria_c3a4b3b9_cds	1	99.69969969969969	664.0	+	333	2730	0.996996996996997	1.0	0	0	0	332	1860	2192
pseudodiploria_host_TRINITY_DN202411_c1_g2_i5.p1_1_111|pseudodiploria_host_TRINITY_DN202411_c1_g2_i5_3_335	CDRNSK010000247.1_IkBa-like_cnidaria_2f11850d_cds	2	9.90990990990991	66.0	+	333	1149	0.5405405405405406	0.7666666666666667	14	28	78	272	867	1061
pseudodiploria_host_TRINITY_DN202411_c1_g2_i5.p1_1_111|pseudodiploria_host_TRINITY_DN202411_c1_g2_i5_3_335	CDRNSK010000283.1_IkB-like-1_cnidaria_15b94c4d_cds	3	5.8558558558558556	39.0	+	333	1179	0.2132132132132132	0.7605633802816901	3	6	47	123	948	1020
