Cluster Repr	Cluster Member
NC_090874.1_K24483_d91997dc	NC_090892.1_K24483_17ce841a
NC_090874.1_K24483_d91997dc	XP_067054500.1
NC_090874.1_K24483_d91997dc	BLAZ01001312.1_K24483_b6416186
NC_090874.1_K24483_d91997dc	BLEZ01000976.1_K24483_7dd9fa08
NC_090874.1_K24483_d91997dc	KAJ7392204.1
NC_090874.1_K24483_d91997dc	CAH3189478.1
NC_090874.1_K24483_d91997dc	CAH3045389.1
NC_090874.1_K24483_d91997dc	CAH3031285.1
NC_090874.1_K24483_d91997dc	XP_015764145.1
NC_090874.1_K24483_d91997dc	XP_015764146.1
NC_090874.1_K24483_d91997dc	XP_020601295.1
NC_090874.1_K24483_d91997dc	XP_020601296.1
NC_090874.1_K24483_d91997dc	XP_029187743.1
NC_090874.1_K24483_d91997dc	XP_029187744.1
NC_090874.1_K24483_d91997dc	XP_029187745.1
NC_090874.1_K24483_d91997dc	XP_029187746.1
NC_090874.1_K24483_d91997dc	XP_029187747.1
NC_090874.1_K24483_d91997dc	XP_029187748.1
NC_090874.1_K24483_d91997dc	XP_031558329.1
NC_090874.1_K24483_d91997dc	XP_029187744.2
NC_090874.1_K24483_d91997dc	XP_029187746.2
NC_090874.1_K24483_d91997dc	XP_029187747.2
NC_090874.1_K24483_d91997dc	XP_029187748.2
NC_090874.1_K24483_d91997dc	XP_044174615.1
NC_090874.1_K24483_d91997dc	XP_044174616.1
NC_090874.1_K24483_d91997dc	XP_044174617.1
NC_090874.1_K24483_d91997dc	XP_044174618.1
NC_090874.1_K24483_d91997dc	XP_058971611.1
NC_090874.1_K24483_d91997dc	XP_058971612.1
NC_090874.1_K24483_d91997dc	XP_067054501.1
NC_090874.1_K24483_d91997dc	XP_067054502.1
NC_090874.1_K24483_d91997dc	XP_067054503.1
NC_090874.1_K24483_d91997dc	XP_066020554.1
NC_090874.1_K24483_d91997dc	XP_066020555.1
NC_090874.1_K24483_d91997dc	XP_068721188.1
NC_090874.1_K24483_d91997dc	XP_068721189.1
NC_090874.1_K24483_d91997dc	NC_090869.1_K24483_d3459a25
NC_090874.1_K24483_d91997dc	XP_068707996.1
NC_090874.1_K24483_d91997dc	XP_068708004.1
NC_090874.1_K24483_d91997dc	XP_073234684.1
NC_090874.1_K24483_d91997dc	JAJLRJ010000002.1_K24483_225ef82b
NC_090874.1_K24483_d91997dc	CM106371.1_K24483_8cbe57b5
NC_090874.1_K24483_d91997dc	JAUJYZ010001097.1_K24483_e4f9fd58
NC_090874.1_K24483_d91997dc	JARQWQ010000017.1_K24483_98d580ec
NC_090874.1_K24483_d91997dc	CALNXJ010000001.1_K24483_069c00df
NC_090874.1_K24483_d91997dc	MPSW01003207.1_K24483_1f06278a
NC_090874.1_K24483_d91997dc	MU825402.1_K24483_103f8418
NC_090874.1_K24483_d91997dc	OZ116707.1_K24483_99cff9db
NC_090874.1_K24483_d91997dc	NW_018150412.1_K24483_04a1a04f
NC_090874.1_K24483_d91997dc	NW_026711057.1_K24483_dcd83d7b
NC_090874.1_K24483_d91997dc	NC_089314.1_K24483_7f0b81e3
NC_090874.1_K24483_d91997dc	NW_022259959.1_K24483_1d9da5b3
NC_090874.1_K24483_d91997dc	NC_133202.1_K24483_347bb508
NC_090874.1_K24483_d91997dc	CALNXI010002621.1_K24483_d015ab6a
NC_090874.1_K24483_d91997dc	CALNXK010000013.1_K24483_b5136348
XP_068688224.1	XP_068688224.1
XP_068688224.1	XP_068688222.1
XP_068693983.1	XP_068693983.1
XP_068693983.1	XP_068737936.1
XP_068693983.1	XP_068741050.1
NC_088922.1_K10799_6572510b	NC_088922.1_K10799_6572510b
NC_088927.1_K04984_280e7f48	NC_088927.1_K04984_280e7f48
XP_065647292.1	XP_065647292.1
XP_065653972.1	XP_065653972.1
XP_065653972.1	XP_065653973.1
XP_065653972.1	XP_065653974.1
XP_065659371.1	XP_065659371.1
XP_065660704.1	XP_065660704.1
XP_065660704.1	XP_065660705.1
XP_065660704.1	XP_065660707.1
XP_065660704.1	XP_065660708.1
XP_065660704.1	XP_065660709.1
XP_065660704.1	XP_065660710.1
XP_065663978.1	XP_065663978.1
XP_065663978.1	XP_065663977.1
XP_065667479.1	XP_065667479.1
XP_065676442.1	XP_065676442.1
XP_065676442.1	XP_065064443.1
XP_065676442.1	XP_046842049.1
XP_065676442.1	XP_046842050.1
XP_065676442.1	XP_046842051.1
XP_065676442.1	XP_046842052.1
XP_065676442.1	XP_046842053.1
XP_065676442.1	XP_046842054.1
XP_065676442.1	XP_046842055.1
XP_065676442.1	XP_046842056.1
XP_065676442.1	XP_046842057.1
XP_065676442.1	XP_046842058.1
XP_065676442.1	XP_046842059.1
XP_065676442.1	XP_046842060.1
XP_065676442.1	XP_046842061.1
XP_065676442.1	XP_046842062.1
XP_065676442.1	XP_046842063.1
XP_065676442.1	XP_046842065.1
XP_065676442.1	XP_046842066.1
XP_065676442.1	XP_046842067.1
XP_065676442.1	XP_046842068.1
XP_065676442.1	XP_046842069.1
XP_065676442.1	XP_046842070.1
XP_065676442.1	XP_046842071.1
XP_065676442.1	XP_046842072.1
XP_065676442.1	XP_046842073.1
NC_064034.1_K04984_aed234b9	NC_064034.1_K04984_aed234b9
NC_064037.1_K20129_ccd50661	NC_064037.1_K20129_ccd50661
NC_064037.1_K20129_ccd50661	CACRXK020000466.1_K20129_46f82035
NC_064037.1_K20129_ccd50661	NW_001834321.1_K20129_3595074e
XP_032218245.2	XP_032218245.2
XP_032218245.2	XP_032218245.1
XP_032218245.2	KAJ7372369.1
XP_032218245.2	KAJ7370124.1
XP_032218245.2	CAH3037649.1
XP_032218245.2	XP_058972743.1
XP_032218245.2	CAH3037654.1
XP_032218245.2	XP_067057907.1
XP_032218245.2	XP_067057906.1
XP_032218245.2	XP_020901553.1
XP_032218245.2	XP_029182270.1
XP_032218245.2	KAK2566009.1
XP_032218245.2	KAK2566010.1
XP_032218245.2	XP_067057911.1
XP_032218245.2	XP_015756271.1
XP_032218245.2	XP_029182788.1
XP_032218245.2	XP_044176103.1
XP_032218245.2	XP_044176112.1
XP_032218245.2	XP_067057908.1
XP_032218245.2	XP_067057909.1
XP_032218245.2	XP_068732682.1
XP_032218245.2	XP_029182279.1
XP_032218245.2	XP_015749138.1
XP_032218245.2	XP_044175919.1
XP_032218245.2	XP_068732670.1
XP_032218245.2	XP_068695785.1
XP_032218245.2	XP_068695784.1
XP_032242299.2	XP_032242299.2
XP_032242299.2	XP_032242297.1
XP_032242299.2	XP_032242298.1
XP_032242299.2	XP_032242299.1
XP_032242299.2	XP_032242300.1
XP_032242299.2	XP_032242301.1
XP_032242299.2	XP_032242300.2
XP_048587555.1	XP_048587555.1
XP_048587555.1	XP_032241943.2
XP_048587555.1	CAH3142962.1
XP_048587555.1	XP_065068572.1
XP_048587555.1	XP_065068574.1
XP_048587555.1	XP_065068575.1
XP_048587555.1	XP_065068576.1
XP_048587555.1	XP_067056635.1
NC_133213.1_K24047_26a622ff	NC_133213.1_K24047_26a622ff
NC_133213.1_K24047_26a622ff	JAJLRJ010000012.1_K24047_47d38d07
NC_133213.1_K24047_26a622ff	JAJLRJ010000012.1_K17593_096cbec1
NC_133213.1_K25138_995f64c0	NC_133213.1_K25138_995f64c0
NC_133213.1_K25138_995f64c0	NC_133213.1_K25138_9ccddc02
NC_133213.1_K25138_995f64c0	NC_089322.1_K25138_2c9177fc
NC_133213.1_K25138_995f64c0	NW_026709801.1_K25138_2745a00b
NC_133214.1_K04734_1c14b0a8	NC_133214.1_K04734_1c14b0a8
NC_133214.1_K04734_1c14b0a8	CALNXI010005033.1_K04734_9d73019c
XP_073228584.1	XP_073228584.1
XP_073244127.1	XP_073244127.1
XP_073244127.1	CAH3184198.1
XP_073244127.1	CAH3114731.1
XP_073244127.1	XP_073244128.1
XP_073244127.1	XP_073244129.1
XP_073244127.1	XP_073244130.1
XP_073244127.1	KAJ7360284.1
XP_073244127.1	XP_020601416.1
XP_073244127.1	XP_020601417.1
XP_073244127.1	XP_020601418.1
XP_073244127.1	XP_020601419.1
XP_073244127.1	XP_029195527.1
XP_073244127.1	XP_029195529.1
XP_073244127.1	XP_029195530.1
XP_073244127.1	XP_029195531.1
XP_073244127.1	XP_029195532.1
XP_073244127.1	XP_029195533.1
XP_073244127.1	XP_029195534.1
XP_073244127.1	XP_029195535.1
XP_073244127.1	XP_044179267.1
XP_073244127.1	XP_044179269.1
XP_073244127.1	XP_044179272.1
XP_073244127.1	XP_044179273.1
XP_073244127.1	XP_044179277.1
XP_073244127.1	XP_044179284.1
XP_073244127.1	XP_044179287.1
XP_073244127.1	XP_067056627.1
XP_073244127.1	XP_067056628.1
XP_073244127.1	XP_067056629.1
XP_073244127.1	XP_067056630.1
XP_073244127.1	XP_067056631.1
XP_073244127.1	XP_067056632.1
XP_073244127.1	XP_067056633.1
XP_073244127.1	XP_067056634.1
XP_073244127.1	XP_068728038.1
XP_073244127.1	XP_068728040.1
XP_073244127.1	XP_068728043.1
XP_073244127.1	XP_068695059.1
XP_073244127.1	XP_068695060.1
XP_073244127.1	XP_058944604.1
XP_073244127.1	XP_058944605.1
XP_073244127.1	XP_058944604.2
XP_073244127.1	XP_058944605.2
XP_073244127.1	XP_032241943.1
XP_073256375.1	XP_073256375.1
XP_073256375.1	CAH3197536.1
XP_073256375.1	CAH3198638.1
XP_073256375.1	CAH3158544.1
XP_073256375.1	KAJ7378282.1
XP_073256375.1	CAH3146079.1
XP_073256375.1	XP_022801431.1
XP_073256375.1	XP_027052644.1
XP_073256375.1	XP_058956197.1
XP_073256375.1	XP_020904317.1
XP_073256375.1	XP_020614060.1
XP_073256375.1	XP_029214161.1
XP_073256375.1	KAK2566512.1
XP_073256375.1	XP_029214161.2
XP_073256375.1	XP_067039091.1
XP_073256375.1	XP_068733763.1
XP_073256375.1	XP_068687143.1
XP_073256375.1	XP_031569757.1
XP_073256375.1	XP_032230483.1
XP_073256375.1	XP_032230484.1
XP_073256375.1	XP_032230483.2
XP_073256443.1	XP_073256443.1
XP_073256443.1	XP_073256435.1
XP_015757886.1	XP_015757886.1
XP_015757886.1	XP_015757885.1
XP_015757886.1	XP_015757887.1
XP_015760571.1	XP_015760571.1
XP_015760571.1	XP_015760562.1
XP_015760571.1	XP_068713494.1
XP_015760571.1	KAK2549297.1
XP_015760571.1	CAB4022694.1
XP_015760571.1	XP_029205558.1
XP_015760571.1	XP_029205558.2
XP_015760571.1	XP_067053485.1
XP_015763135.1	XP_015763135.1
XP_015775802.1	XP_015775802.1
XP_015775802.1	KAK2555580.1
XP_015775802.1	XP_015775803.1
XP_015775802.1	KAJ7352869.1
XP_015775802.1	CAB3991462.1
XP_015775802.1	CAB3991463.1
XP_015776920.1	XP_015776920.1
NW_018385853.1_K04984_97576ce0	NW_018385853.1_K04984_97576ce0
NW_018387969.1_K10645_a294a435	NW_018387969.1_K10645_a294a435
NW_018387969.1_K10645_a294a435	JAUJYZ010001418.1_K10645_7a55feea
XP_020892928.1	XP_020892928.1
XP_020892928.1	XP_031570655.1
XP_020892928.1	CAB4030017.1
XP_020892928.1	CAB4030018.1
XP_020892928.1	XP_028410072.1
XP_020892928.1	XP_028410073.1
XP_020892928.1	CAH3174482.1
XP_020892928.1	CAH3041847.1
XP_020892928.1	XP_022806145.1
XP_020892928.1	XP_027050031.1
XP_020892928.1	XP_058949350.1
XP_020892928.1	XP_066020787.1
XP_020892928.1	XP_066020788.1
XP_020892928.1	XP_020615067.1
XP_020892928.1	XP_029204678.1
XP_020892928.1	KAK2556920.1
XP_020892928.1	XP_029204678.2
XP_020892928.1	XP_067052422.1
XP_020892928.1	XP_068725647.1
XP_020892928.1	XP_068698637.1
XP_020892928.1	XP_032232682.2
XP_020892928.1	XP_032232682.1
XP_020892928.1	XP_073233360.1
XP_020892928.1	CAH3158216.1
XP_020898913.1	XP_020898913.1
XP_020898913.1	XP_031567508.1
XP_020898913.1	JAUJYZ010001058.1_K16343_8957eac6
XP_020898913.1	KAK3728612.1
XP_020898913.1	NW_018385367.1_K16343_a81ba058
XP_020898913.1	NC_064047.1_K16343_1bb52752
XP_020898913.1	NW_001834378.1_K16343_0eb225c5
XP_020898913.1	KAK2553319.1
XP_020898913.1	CAH3147160.1
XP_020898913.1	CAH3036954.1
XP_020898913.1	XP_015758088.1
XP_020898913.1	XP_029209310.1
XP_020898913.1	XP_029209311.1
XP_020898913.1	XP_029209310.2
XP_020898913.1	XP_029209311.2
XP_020898913.1	XP_044176408.1
XP_020898913.1	XP_067040470.1
XP_020898913.1	XP_067040471.1
XP_020898913.1	XP_067040472.1
XP_020898913.1	XP_067040473.1
XP_020898913.1	XP_068718960.1
XP_020898913.1	XP_068702325.1
XP_020898913.1	XP_073246397.1
XP_020898913.1	BLAZ01000692.1_K16343_c7694599
XP_020898913.1	BLEZ01003250.1_K16343_8ffcabc6
XP_020898913.1	JAJLRJ010000009.1_K16343_2929789d
XP_020898913.1	MU825877.1_K16343_befdc05d
XP_020898913.1	JARQWQ010000078.1_K16343_ada1dca6
XP_020898913.1	CM106379.1_K16343_3d13a092
XP_020898913.1	CALNXI010000924.1_K16343_89c1be5c
XP_020898913.1	CALNXK010000005.1_K16343_c1d77090
XP_020898913.1	CAH3137090.1
XP_020898913.1	XP_020632935.1
XP_020898913.1	XP_022784149.1
XP_020898913.1	XP_027043528.1
XP_020898913.1	XP_027043529.1
XP_020898913.1	XP_058958791.1
XP_020898913.1	XP_058958792.1
XP_020898913.1	CALNXJ010000031.1_K16343_742a1e48
XP_020898913.1	OZ116703.1_K16343_e131ac60
XP_020898913.1	NW_015441156.1_K16343_d22b1519
XP_020898913.1	NW_018150371.1_K16343_e7d451aa
XP_020898913.1	NW_019217847.1_K16343_c9085426
XP_020898913.1	NW_020845264.1_K16343_d10f2392
XP_020898913.1	NW_021126848.1_K16343_d401ee95
XP_020898913.1	NW_022261495.1_K16343_8a152d97
XP_020898913.1	NC_058070.1_K16343_019fc53a
XP_020898913.1	NC_090040.1_K16343_a7abd049
XP_020898913.1	NC_089319.1_K16343_72901b5d
XP_020898913.1	NW_026710317.1_K16343_8b7e234a
XP_020898913.1	NC_090891.1_K16343_a2d8fc5b
XP_020898913.1	NC_090872.1_K16343_00974d4c
XP_020898913.1	NC_090872.1_K16343_290cd120
XP_020898913.1	RDEB01009457.1_K16343_f1023474
XP_020898913.1	NC_133206.1_K16343_e4ee668f
XP_020898913.1	NW_021163213.1_K16343_2337d341
XP_020898913.1	XP_028415871.1
XP_020901545.1	XP_020901545.1
XP_020901545.1	XP_029191889.2
XP_020901545.1	KAK2571898.1
XP_020901545.1	XP_044184923.1
XP_020901545.1	XP_067045318.1
XP_020901545.1	XP_073259525.1
XP_020901545.1	KAJ7328220.1
XP_020901545.1	CAH3170236.1
XP_020901545.1	CAH3132900.1
XP_020901545.1	XP_015755658.1
XP_020901545.1	XP_020627266.1
XP_020901545.1	XP_022786644.1
XP_020901545.1	XP_027052776.1
XP_020901545.1	XP_029184772.1
XP_020901545.1	XP_029184772.2
XP_020901545.1	XP_058946283.1
XP_020901545.1	XP_067027624.1
XP_020901545.1	XP_058946283.2
XP_020901545.1	XP_068726076.1
XP_020901545.1	XP_068726077.1
XP_020901545.1	XP_068676852.1
XP_020901545.1	XP_068676853.1
XP_020901545.1	XP_068676854.1
XP_020901545.1	XP_073259526.1
XP_020901545.1	XP_020906208.1
XP_020901545.1	XP_028403746.1
XP_020901545.1	CAB4003903.1
XP_020901545.1	XP_046851546.1
XP_020901545.1	XP_031562875.1
XP_020901545.1	XP_032229100.2
XP_020901545.1	XP_032229100.1
XP_020901899.1	XP_020901899.1
XP_020901899.1	XP_022801432.1
XP_020901899.1	CAH3158546.1
XP_020901899.1	CAH3146082.1
XP_020901899.1	XP_020614015.1
XP_020901899.1	XP_022801433.1
XP_020901899.1	XP_027051378.1
XP_020901899.1	XP_027051450.1
XP_020901899.1	XP_058956196.1
XP_020901899.1	XP_058956196.2
XP_020901899.1	XP_073256376.1
XP_020901899.1	XP_028396366.1
XP_020901899.1	XP_031557780.1
XP_020901899.1	NW_025813483.1_K05872_51498be5
XP_020901899.1	XP_046861842.1
XP_020901899.1	XP_032228503.2
XP_020901899.1	XP_032228503.1
XP_020901899.1	XP_073248332.1
XP_020901899.1	KAJ7330771.1
XP_020901899.1	CAH3028528.1
XP_020901899.1	XP_020604254.1
XP_020901899.1	XP_020604255.1
XP_020901899.1	XP_022798720.1
XP_020901899.1	XP_022798721.1
XP_020901899.1	XP_027057621.1
XP_020901899.1	XP_027057623.1
XP_020901899.1	XP_029197502.1
XP_020901899.1	XP_029197502.2
XP_020901899.1	XP_058957669.1
XP_020901899.1	XP_058957670.1
XP_020901899.1	XP_067031383.1
XP_020901899.1	XP_058957669.2
XP_020901899.1	XP_058957670.2
XP_020901899.1	XP_068728611.1
XP_020901899.1	XP_068728612.1
XP_020901899.1	XP_068682681.1
XP_020901899.1	XP_068682682.1
XP_020901899.1	XP_073248334.1
XP_020902178.1	XP_020902178.1
XP_020902727.1	XP_020902727.1
XP_020902727.1	XP_020902728.1
XP_020902727.1	XP_020902729.1
XP_020902727.1	XP_020902730.1
XP_020902727.1	XP_020914286.1
XP_020902727.1	XP_020914287.1
XP_020902727.1	XP_020914288.1
XP_020902727.1	XP_020914289.1
XP_020902727.1	KAK3742449.1
XP_020902727.1	XP_031569166.1
XP_020902727.1	XP_031569167.1
XP_020902727.1	XP_031569168.1
XP_020902727.1	XP_032241221.1
XP_020902727.1	XP_032241222.1
XP_020902727.1	XP_032241223.1
XP_020902727.1	XP_032241224.1
XP_020902727.1	XP_032241225.1
XP_020902727.1	XP_032241226.1
XP_020902727.1	XP_032241221.2
XP_020902727.1	XP_032241222.2
XP_020902727.1	XP_032241225.2
XP_020902727.1	XP_048578652.1
XP_020902727.1	XP_020601960.1
XP_020902727.1	XP_020601961.1
XP_020902727.1	XP_020601962.1
XP_020902727.1	KAK2563858.1
XP_020902727.1	CAH3019560.1
XP_020902727.1	XP_073241566.1
XP_020902727.1	XP_073241567.1
XP_020902727.1	CAH3043262.1
XP_020902727.1	CAH3104471.1
XP_020902727.1	XP_015764541.1
XP_020902727.1	XP_027045732.1
XP_020902727.1	XP_027045733.1
XP_020902727.1	XP_027045734.1
XP_020902727.1	XP_058961231.1
XP_020902727.1	XP_058961232.1
XP_020902727.1	XP_058961234.1
XP_020902727.1	XP_067035470.1
XP_020902727.1	XP_029193933.1
XP_020902727.1	XP_029193934.1
XP_020902727.1	XP_029193933.2
XP_020902727.1	XP_029193934.2
XP_020902727.1	XP_067035471.1
XP_020902727.1	XP_067035472.1
XP_020902727.1	XP_068744769.1
XP_020902727.1	XP_068744770.1
XP_020902727.1	XP_068744771.1
XP_020902727.1	XP_068708099.1
XP_020902727.1	XP_028409212.1
XP_020902727.1	XP_065052860.1
XP_020902727.1	XP_046845852.1
XP_020902727.1	XP_046845850.1
XP_020902727.1	XP_046845851.1
XP_020906226.1	XP_020906226.1
NW_018149783.1_K10645_2809bd15	NW_018149783.1_K10645_2809bd15
NW_018149783.1_K10645_2809bd15	OZ116705.1_K10645_14d5e75d
NW_018149783.1_K10645_2809bd15	OZ116705.1_K10645_3c143e66
NW_018149783.1_K10645_2809bd15	MPSW01002404.1_K10645_2728c351
NW_018149783.1_K10645_2809bd15	OZ116705.1_K10645_8332de42
NW_018149783.1_K10645_2809bd15	NW_018149783.1_K10645_b15f06fa
NW_018149783.1_K10645_2809bd15	BLFE01001722.1_K10645_5d458782
NW_018149783.1_K10645_2809bd15	BLEZ01001612.1_K10645_d014455c
NW_018149783.1_K10645_2809bd15	MU825398.1_K10645_a5361703
NW_018149783.1_K10645_2809bd15	JARQWQ010000056.1_K10645_8fecca45
NW_018149783.1_K10645_2809bd15	NW_015441276.1_K10645_c0b06386
NW_018149783.1_K10645_2809bd15	NW_021129424.1_K10645_c68aef54
NW_018149783.1_K10645_2809bd15	NC_058066.1_K10645_034e2817
NW_018149783.1_K10645_2809bd15	NC_090043.1_K10645_9c565f0f
NW_018149783.1_K10645_2809bd15	NC_090044.1_K10645_fa15a9ba
NW_018149783.1_K10645_2809bd15	OZ116700.1_K10645_9fbf911f
NW_018149783.1_K10645_2809bd15	JAUJYZ010001006.1_K10645_ba2d4907
NW_018149783.1_K10645_2809bd15	CM106376.1_K10645_6850ca42
NW_018149783.1_K10645_2809bd15	CM106376.1_K10645_6acd3533
NW_018149783.1_K10645_2809bd15	CALNXJ010000083.1_K10645_b8eb3a13
NW_018149783.1_K10645_2809bd15	CAH3162215.1
NW_018149783.1_K10645_2809bd15	NC_089316.1_K10645_c1995929
NW_018149783.1_K10645_2809bd15	NW_026710637.1_K10645_5729cead
NW_018149783.1_K10645_2809bd15	NC_089316.1_K10645_c5125497
NW_018149783.1_K10645_2809bd15	XP_020892042.1
NW_018149783.1_K10645_2809bd15	XP_020892043.1
NW_018149783.1_K10645_2809bd15	XP_020892045.1
NW_018149783.1_K10645_2809bd15	XP_020892046.1
NW_018149783.1_K10645_2809bd15	XP_028512536.1
NW_018149783.1_K10645_2809bd15	JAUJYZ010000658.1_K10645_dbcd698e
NW_018149783.1_K10645_2809bd15	KAK3738857.1
NW_018149783.1_K10645_2809bd15	NW_018384504.1_K10645_a4960f94
NW_018149783.1_K10645_2809bd15	NW_022261397.1_K10645_349acea8
NW_018149783.1_K10645_2809bd15	NW_022261397.1_K10645_c6ca82d5
NW_018149783.1_K10645_2809bd15	XP_020625394.1
NW_018149783.1_K10645_2809bd15	JAJLRJ010000011.1_K10645_e7e3eb03
NW_018149783.1_K10645_2809bd15	JAJLRJ010000011.1_K10645_16a4ca85
NW_018149783.1_K10645_2809bd15	MU827313.1_K10645_99837c46
NW_018149783.1_K10645_2809bd15	CM106376.1_K10645_6eb2a1be
NW_018149783.1_K10645_2809bd15	CAH3143742.1
NW_018149783.1_K10645_2809bd15	XP_022788847.1
NW_018149783.1_K10645_2809bd15	XP_058940262.1
NW_018149783.1_K10645_2809bd15	XP_058940262.2
NW_018149783.1_K10645_2809bd15	XP_058940263.2
NW_018149783.1_K10645_2809bd15	OZ116705.1_K10645_58a84ebb
NW_018149783.1_K10645_2809bd15	NW_018385578.1_K10645_3ed6b4db
NW_018149783.1_K10645_2809bd15	XP_028514849.1
NW_018149783.1_K10645_2809bd15	NW_018150003.1_K10645_abf1b026
NW_018149783.1_K10645_2809bd15	XP_022788846.1
NW_018149783.1_K10645_2809bd15	XP_022788845.1
NW_018149783.1_K10645_2809bd15	XP_058940263.1
NW_018149783.1_K10645_2809bd15	NW_019219626.1_K10645_f4e83ef8
NW_018149783.1_K10645_2809bd15	CALNXJ010000083.1_K10645_5541713a
NW_018149783.1_K10645_2809bd15	NW_026710637.1_K10645_5273f8e0
NW_018149783.1_K10645_2809bd15	XP_029211402.1
NW_018149783.1_K10645_2809bd15	XP_067046979.1
NW_018149783.1_K10645_2809bd15	KAK2559836.1
NW_018149783.1_K10645_2809bd15	KAK2559956.1
NW_018149783.1_K10645_2809bd15	NW_021127372.1_K10645_f730f513
NW_018149783.1_K10645_2809bd15	NC_090042.1_K10645_1eb1bf98
NW_018149783.1_K10645_2809bd15	NC_090042.1_K10645_59431eb3
NW_018149783.1_K10645_2809bd15	XP_046857396.1
NW_018149783.1_K10645_2809bd15	BLAZ01000999.1_K10645_5cfdea11
NW_018149783.1_K10645_2809bd15	JAJLRJ010000008.1_K10645_0d1c5587
NW_018149783.1_K10645_2809bd15	MU827785.1_K10645_fb50b38a
NW_018149783.1_K10645_2809bd15	KAK2573913.1
NW_018149783.1_K10645_2809bd15	XP_015752558.1
NW_018149783.1_K10645_2809bd15	XP_029193062.1
NW_018149783.1_K10645_2809bd15	XP_029193062.2
NW_018149783.1_K10645_2809bd15	XP_067033772.1
NW_018149783.1_K10645_2809bd15	CM106370.1_K10645_69595613
NW_018149783.1_K10645_2809bd15	CAB3977688.1
NW_018149783.1_K10645_2809bd15	XP_028406301.1
NW_018149783.1_K10645_2809bd15	CAH3108930.1
NW_018149783.1_K10645_2809bd15	KAJ7333719.1
NW_018149783.1_K10645_2809bd15	XP_022798129.1
NW_018149783.1_K10645_2809bd15	XP_027052883.1
NW_018149783.1_K10645_2809bd15	XP_058966065.1
NW_018149783.1_K10645_2809bd15	XP_058966066.1
NW_018149783.1_K10645_2809bd15	OZ116709.1_K10645_2031ed7e
NW_018149783.1_K10645_2809bd15	MPSW01002644.1_K10645_1aaee594
NW_018149783.1_K10645_2809bd15	NW_018149354.1_K10645_5f09b7bc
NW_018149783.1_K10645_2809bd15	NC_090879.1_K10645_e84b127f
NW_018149783.1_K10645_2809bd15	XP_032242306.1
NW_018149783.1_K10645_2809bd15	XP_048582357.1
NW_018149783.1_K10645_2809bd15	XP_020613612.1
NW_018149783.1_K10645_2809bd15	XP_020613611.1
NW_018149783.1_K10645_2809bd15	NW_021126373.1_K10645_6b3def3c
NW_018149783.1_K10645_2809bd15	XP_031559929.1
NW_018149783.1_K10645_2809bd15	XP_065062498.1
NW_018149783.1_K10645_2809bd15	XP_065062499.1
NW_018149783.1_K10645_2809bd15	XP_065062500.1
NW_018149783.1_K10645_2809bd15	XP_068679361.1
NW_018149783.1_K10645_2809bd15	XP_068750075.1
NW_018149783.1_K10645_2809bd15	NC_088931.1_K10645_44cdaeee
NW_018149783.1_K10645_2809bd15	XP_065670763.1
NW_018149783.1_K10645_2809bd15	XP_065670762.1
NW_018149783.1_K10645_2809bd15	NC_064037.1_K10645_94c5f5ab
NW_018149783.1_K10645_2809bd15	NW_001834377.1_K10645_0fd43090
NW_018149783.1_K10645_2809bd15	NC_133211.1_K10645_79e6009a
NW_018149783.1_K10645_2809bd15	CALNXK010000034.1_K10645_d2e1d036
NW_018149783.1_K10645_2809bd15	XP_073258641.1
NW_018149783.1_K10645_2809bd15	CAH3120448.1
NW_018149783.1_K10645_2809bd15	NW_022261866.1_K10645_04e5634c
NW_018149783.1_K10645_2809bd15	NW_022261866.1_K10645_1e82af9e
NW_018149783.1_K10645_2809bd15	XP_031573923.1
NW_018149783.1_K10645_2809bd15	XP_031573924.1
NW_018149783.1_K10645_2809bd15	XP_031573925.1
NW_018149783.1_K10645_2809bd15	XP_031573926.1
NW_018149783.1_K10645_2809bd15	JAJLRJ010000011.1_K10645_328aa4e3
NW_018149783.1_K10645_2809bd15	KAK2556426.1
NW_018149783.1_K10645_2809bd15	XP_029183066.1
NW_018149783.1_K10645_2809bd15	XP_029183067.1
NW_018149783.1_K10645_2809bd15	XP_044176878.1
NW_018149783.1_K10645_2809bd15	XP_067050337.1
NW_018149783.1_K10645_2809bd15	XP_067054492.1
NW_018149783.1_K10645_2809bd15	RDEB01000555.1_K10645_d0927443
NW_018149783.1_K10645_2809bd15	NC_090888.1_K10645_f3ffbbef
NW_018149783.1_K10645_2809bd15	NC_090871.1_K10645_a2c270d5
NW_018149783.1_K10645_2809bd15	BLAZ01000463.1_K10645_bf42669d
NW_018149783.1_K10645_2809bd15	JAJLRJ010000004.1_K10645_7f92a0fc
NW_018149783.1_K10645_2809bd15	CM106373.1_K10645_870a03ba
NW_018149783.1_K10645_2809bd15	CALNXK010000040.1_K10645_08b73f66
NW_018149783.1_K10645_2809bd15	CALNXI010000412.1_K10645_fd60c1a4
NW_018149783.1_K10645_2809bd15	CALNXK010000040.1_K10645_2cd2a131
NW_018149783.1_K10645_2809bd15	NC_133201.1_K10645_89a281c7
NW_018149783.1_K10645_2809bd15	CAH3155859.1
NW_018149783.1_K10645_2809bd15	XP_027048220.1
NW_018149783.1_K10645_2809bd15	XP_058947722.1
NW_018149783.1_K10645_2809bd15	XP_058947722.2
NW_018149783.1_K10645_2809bd15	CALNXJ010000059.1_K10645_846cb539
