protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	dss	6	4811	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	dss	7	5237	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	dss	8	5883	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	1	1395	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	2	1675	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	3	3254	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	4	4225	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	5	4707	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	6	5140	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	7	5745	
CAH3185197.1	GCA_942486025.1	CALNXI010002241.1		33468	41413	+	7946	ass	8	7738	
CAH3197536.1	GCA_942486025.1	CALNXI010005345.1		3964	7851	+	3888	dss	1	537	
CAH3197536.1	GCA_942486025.1	CALNXI010005345.1		3964	7851	+	3888	dss	2	1795	
CAH3197536.1	GCA_942486025.1	CALNXI010005345.1		3964	7851	+	3888	dss	3	3192	
CAH3197536.1	GCA_942486025.1	CALNXI010005345.1		3964	7851	+	3888	ass	1	1677	
CAH3197536.1	GCA_942486025.1	CALNXI010005345.1		3964	7851	+	3888	ass	2	2802	
CAH3197536.1	GCA_942486025.1	CALNXI010005345.1		3964	7851	+	3888	ass	3	3688	
CAH3198638.1	GCA_942486025.1	CALNXI010005773.1		2205	6431	+	4227	dss	1	505	
CAH3198638.1	GCA_942486025.1	CALNXI010005773.1		2205	6431	+	4227	dss	2	2112	
CAH3198638.1	GCA_942486025.1	CALNXI010005773.1		2205	6431	+	4227	dss	3	3517	
CAH3198638.1	GCA_942486025.1	CALNXI010005773.1		2205	6431	+	4227	ass	1	1980	
CAH3198638.1	GCA_942486025.1	CALNXI010005773.1		2205	6431	+	4227	ass	2	3127	
CAH3198638.1	GCA_942486025.1	CALNXI010005773.1		2205	6431	+	4227	ass	3	4027	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	1	46	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	2	1015	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	3	3128	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	4	3815	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	5	6116	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	6	9525	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	7	12846	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	8	15796	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	9	17580	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	10	26952	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	11	27599	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	12	28025	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	13	28793	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	14	29650	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	15	34995	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	16	35896	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	17	36398	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	18	37535	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	19	38085	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	20	38479	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	dss	21	39459	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	1	617	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	2	2947	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	3	3744	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	4	5903	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	5	9091	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	6	12411	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	7	15741	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	8	17422	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	9	26520	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	10	27494	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	11	27791	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	12	28705	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	13	29414	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	14	34794	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	15	35788	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	16	36279	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	17	37353	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	18	37872	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	19	38306	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	20	39319	
CAH3116438.1	GCA_942486035.1	CALNXK010000029.1		2962138	2922125	-	40014	ass	21	39847	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	1	124	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	2	1905	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	3	2398	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	4	4299	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	5	4998	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	6	5424	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	7	5874	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	8	6828	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	9	8007	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	10	8754	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	11	9325	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	12	10038	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	13	11291	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	14	11765	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	15	12226	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	16	12864	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	17	13323	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	18	13723	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	19	14104	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	dss	20	14896	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	1	1871	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	2	2148	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	3	4085	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	4	4840	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	5	5320	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	6	5777	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	7	6690	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	8	7825	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	9	8665	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	10	9184	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	11	9927	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	12	11090	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	13	11677	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	14	12146	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	15	12697	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	16	13272	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	17	13685	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	18	13935	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	19	14752	
CAH3136379.1	GCA_942486035.1	CALNXK010000057.1		2714358	2730162	+	15805	ass	20	15672	
CAH3158544.1	GCA_942486035.1	CALNXK010000111.1		1122441	1127486	+	5046	dss	1	509	
CAH3158544.1	GCA_942486035.1	CALNXK010000111.1		1122441	1127486	+	5046	dss	2	2486	
CAH3158544.1	GCA_942486035.1	CALNXK010000111.1		1122441	1127486	+	5046	dss	3	3845	
CAH3158544.1	GCA_942486035.1	CALNXK010000111.1		1122441	1127486	+	5046	ass	1	2409	
CAH3158544.1	GCA_942486035.1	CALNXK010000111.1		1122441	1127486	+	5046	ass	2	3455	
CAH3158544.1	GCA_942486035.1	CALNXK010000111.1		1122441	1127486	+	5046	ass	3	4846	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	dss	1	452	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	dss	2	2748	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	dss	3	3644	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	dss	4	3869	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	ass	1	2646	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	ass	2	3434	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	ass	3	3781	
CAH3158546.1	GCA_942486035.1	CALNXK010000111.1		1142673	1147397	+	4725	ass	4	4477	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	1	121	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	2	1951	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	3	2447	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	4	4082	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	5	5000	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	6	5386	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	7	5812	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	dss	8	6464	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	1	1917	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	2	2197	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	3	3868	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	4	4842	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	5	5282	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	6	5715	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	7	6326	
CAH3186482.1	GCA_942486035.1	CALNXK010000483.1		80619	88053	+	7435	ass	8	7242	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	1	124	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	2	2514	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	3	3175	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	4	5077	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	5	5775	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	6	6200	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	7	6650	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	8	7607	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	9	8781	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	10	9529	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	11	10100	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	12	10813	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	13	12049	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	14	12523	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	15	12983	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	16	13622	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	17	14080	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	18	14484	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	19	14865	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	dss	20	15642	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	1	2480	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	2	2925	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	3	4863	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	4	5617	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	5	6096	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	6	6553	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	7	7469	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	8	8599	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	9	9440	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	10	9959	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	11	10702	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	12	11848	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	13	12435	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	14	12903	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	15	13455	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	16	14029	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	17	14446	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	18	14696	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	19	15498	
CAH3186488.1	GCA_942486035.1	CALNXK010000483.1		134929	151190	+	16262	ass	20	16129	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	1	124	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	2	685	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	3	1433	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	4	2195	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	5	2659	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	6	3152	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	7	3371	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	8	3717	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	9	4389	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	10	4918	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	11	5554	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	12	5782	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	13	6340	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	14	6620	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	15	7145	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	16	8040	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	17	8561	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	18	8817	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	19	9191	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	dss	20	9581	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	1	651	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	2	1183	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	3	1981	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	4	2501	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	5	3048	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	6	3274	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	7	3579	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	8	4180	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	9	4841	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	10	5419	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	11	5671	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	12	6139	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	13	6532	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	14	7065	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	15	7873	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	16	8504	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	17	8779	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	18	9016	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	19	9437	
CAH3117715.1	GCA_942486045.1	CALNXJ010000016.1		2060176	2050087	-	10090	ass	20	9957	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	1	232	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	2	1983	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	3	2963	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	4	3160	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	5	3323	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	6	5337	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	7	6617	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	8	9314	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	9	10872	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	10	11412	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	11	12080	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	12	16267	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	13	16920	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	14	17317	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	15	17824	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	16	18357	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	17	18733	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	18	20506	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	19	21361	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	20	22065	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	21	22743	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	22	23079	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	23	23451	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	24	24240	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	dss	25	24825	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	1	1555	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	2	2573	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	3	3111	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	4	3266	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	5	5174	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	6	6408	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	7	8880	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	8	10422	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	9	11357	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	10	11979	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	11	15814	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	12	16815	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	13	17083	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	14	17736	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	15	18109	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	16	18722	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	17	20323	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	18	21253	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	19	21946	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	20	22561	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	21	22979	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	22	23339	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	23	24067	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	24	24685	
CAH3140492.1	GCA_942486045.1	CALNXJ010000034.1		783168	808321	+	25154	ass	25	24987	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	dss	1	7	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	dss	2	601	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	dss	3	2066	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	dss	4	2815	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	dss	5	3737	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	dss	6	5080	
