zipfile	zipfile_sha256	model	A_B_pDockQ2_max	A_C_pDockQ2_max	B_C_pDockQ2_max	A_265-405_B_265-405_pDockQ2_max	A_265-405_C_all_pDockQ2_max	B_265-405_C_all_pDockQ2_max
fold_nv_xp_015772883.zip	31d6af14b381d2b4aaf44f544012b79ed4b1b71066d4ae618bd5b07d34428486	3	0.063052	0.009563	0.008972	0.378954	0.009683	0.000000
fold_nv_xp_015772883.zip	31d6af14b381d2b4aaf44f544012b79ed4b1b71066d4ae618bd5b07d34428486	4	0.082310	0.009439	0.000000	0.449307	0.009588	0.000000
fold_nv_xp_020604255.zip	26d64d7226766666071f078dd50185131bb9e79f863d1dccbbfdc370ac777687	0	0.763993	0.454091	0.128150	0.763993	0.454091	0.414906
fold_nv_xp_020604255.zip	26d64d7226766666071f078dd50185131bb9e79f863d1dccbbfdc370ac777687	1	0.756741	0.510566	0.216147	0.756741	0.510566	0.414998
fold_nv_xp_020604255.zip	26d64d7226766666071f078dd50185131bb9e79f863d1dccbbfdc370ac777687	2	0.755441	0.457962	0.258911	0.755441	0.457962	0.451060
fold_nv_xp_020604255.zip	26d64d7226766666071f078dd50185131bb9e79f863d1dccbbfdc370ac777687	3	0.749226	0.153587	0.214954	0.749226	0.153587	0.450571
fold_nv_xp_020604255.zip	26d64d7226766666071f078dd50185131bb9e79f863d1dccbbfdc370ac777687	4	0.743463	0.492785	0.178901	0.743463	0.492785	0.359830
fold_nv_xp_020615496.zip	3723c063d29924e826da3b4c2d447e5a38da536d80883cc2ab3901d926a359c8	0	0.260977	0.008955	0.009117	0.260977	0.000000	0.009117
fold_nv_xp_020615496.zip	3723c063d29924e826da3b4c2d447e5a38da536d80883cc2ab3901d926a359c8	1	0.056400	0.009323	0.009357	0.217307	0.009203	0.009357
fold_nv_xp_020615496.zip	3723c063d29924e826da3b4c2d447e5a38da536d80883cc2ab3901d926a359c8	2	0.119484	0.009010	0.009209	0.202622	0.009010	0.009070
fold_nv_xp_020615496.zip	3723c063d29924e826da3b4c2d447e5a38da536d80883cc2ab3901d926a359c8	3	0.060430	0.009276	0.009137	0.252651	0.009276	0.009167
fold_nv_xp_020615496.zip	3723c063d29924e826da3b4c2d447e5a38da536d80883cc2ab3901d926a359c8	4	0.052431	0.009024	0.009109	0.268129	0.009024	0.009207
fold_nv_xp_020627992.zip	93eaeb7b7c5695d1e00f09eaba737055c766e4462496fd82aad3008299e33bac	0	0.230508	0.009805	0.009512	0.230508	0.009805	0.009512
fold_nv_xp_020627992.zip	93eaeb7b7c5695d1e00f09eaba737055c766e4462496fd82aad3008299e33bac	1	0.046999	0.009457	0.000000	0.224797	0.009457	0.000000
fold_nv_xp_020627992.zip	93eaeb7b7c5695d1e00f09eaba737055c766e4462496fd82aad3008299e33bac	2	0.188301	0.008251	0.009407	0.188301	0.008251	0.009407
fold_nv_xp_020627992.zip	93eaeb7b7c5695d1e00f09eaba737055c766e4462496fd82aad3008299e33bac	3	0.096294	0.009556	0.009056	0.232676	0.009647	0.009066
fold_nv_xp_020627992.zip	93eaeb7b7c5695d1e00f09eaba737055c766e4462496fd82aad3008299e33bac	4	0.255308	0.009634	0.009283	0.255308	0.009729	0.009836
fold_nv_xp_020892928.zip	6c34fb9f2b55e96bf8c0671de7a56255a6dbb97704274842094173778273289c	0	0.162740	0.014106	0.010480	0.493727	0.014106	0.010524
fold_nv_xp_020892928.zip	6c34fb9f2b55e96bf8c0671de7a56255a6dbb97704274842094173778273289c	1	0.019800	0.013684	0.010188	0.104237	0.013684	0.010188
fold_nv_xp_020892928.zip	6c34fb9f2b55e96bf8c0671de7a56255a6dbb97704274842094173778273289c	2	0.059577	0.010248	0.011956	0.059577	0.010239	0.012099
fold_nv_xp_020892928.zip	6c34fb9f2b55e96bf8c0671de7a56255a6dbb97704274842094173778273289c	3	0.510471	0.013315	0.010527	0.510471	0.013315	0.010527
fold_nv_xp_020892928.zip	6c34fb9f2b55e96bf8c0671de7a56255a6dbb97704274842094173778273289c	4	0.504024	0.010323	0.009293	0.504024	0.010837	0.009369
fold_nv_xp_020898913.zip	48ca88cc00db1ef3b89bc268649a921f86a4e2bbbca63afda312fa1467728258	0	0.218683	0.008789	0.009146	0.218683	0.009146	0.009146
fold_nv_xp_020898913.zip	48ca88cc00db1ef3b89bc268649a921f86a4e2bbbca63afda312fa1467728258	1	0.050028	0.009124	0.009500	0.219028	0.009701	0.009500
fold_nv_xp_020898913.zip	48ca88cc00db1ef3b89bc268649a921f86a4e2bbbca63afda312fa1467728258	2	0.044815	0.009231	0.009342	0.226676	0.009074	0.009342
fold_nv_xp_020898913.zip	48ca88cc00db1ef3b89bc268649a921f86a4e2bbbca63afda312fa1467728258	3	0.060300	0.009222	0.009326	0.216749	0.000000	0.009326
fold_nv_xp_020898913.zip	48ca88cc00db1ef3b89bc268649a921f86a4e2bbbca63afda312fa1467728258	4	0.040969	0.009282	0.009138	0.182524	0.009623	0.000000
fold_nv_xp_020901545.zip	f0c7fb9f8cd13234600bef1b79fb4f684c8fe528e570b9acefc26fcb32d1c80f	0	0.247372	0.008938	0.008873	0.247372	0.008718	0.008697
fold_nv_xp_020901545.zip	f0c7fb9f8cd13234600bef1b79fb4f684c8fe528e570b9acefc26fcb32d1c80f	1	0.328342	0.008933	0.009296	0.328342	0.000000	0.000000
fold_nv_xp_020901545.zip	f0c7fb9f8cd13234600bef1b79fb4f684c8fe528e570b9acefc26fcb32d1c80f	2	0.236277	0.008992	0.008936	0.236277	0.008837	0.008751
fold_nv_xp_020901545.zip	f0c7fb9f8cd13234600bef1b79fb4f684c8fe528e570b9acefc26fcb32d1c80f	3	0.330964	0.008913	0.009452	0.330964	0.009575	0.000000
fold_nv_xp_020901545.zip	f0c7fb9f8cd13234600bef1b79fb4f684c8fe528e570b9acefc26fcb32d1c80f	4	0.236582	0.009364	0.000000	0.236582	0.009364	0.000000
fold_nv_xp_020901899.zip	e788469d9e5efa0da912d1b8d8fe9936c74f865b8f370d3bd797f92595b78619	0	0.176155	0.146986	0.324148	0.800902	0.146986	0.355576
fold_nv_xp_020901899.zip	e788469d9e5efa0da912d1b8d8fe9936c74f865b8f370d3bd797f92595b78619	1	0.131131	0.142463	0.175624	0.409077	0.186615	0.212983
fold_nv_xp_020901899.zip	e788469d9e5efa0da912d1b8d8fe9936c74f865b8f370d3bd797f92595b78619	2	0.791552	0.080055	0.483030	0.791552	0.080055	0.483030
fold_nv_xp_020901899.zip	e788469d9e5efa0da912d1b8d8fe9936c74f865b8f370d3bd797f92595b78619	3	0.177551	0.181609	0.345205	0.793007	0.181609	0.345205
fold_nv_xp_020901899.zip	e788469d9e5efa0da912d1b8d8fe9936c74f865b8f370d3bd797f92595b78619	4	0.024364	0.127762	0.234383	0.796827	0.127762	0.278125
fold_nv_xp_020902727.zip	a7d99689231d97f5e13666d47cfe1f60494e0e5acba9691eeec94db8b09d1993	0	0.607642	0.034029	0.010121	0.607642	0.034029	0.010121
fold_nv_xp_020902727.zip	a7d99689231d97f5e13666d47cfe1f60494e0e5acba9691eeec94db8b09d1993	1	0.046224	0.019708	0.009824	0.046224	0.021722	0.009824
fold_nv_xp_020902727.zip	a7d99689231d97f5e13666d47cfe1f60494e0e5acba9691eeec94db8b09d1993	2	0.100327	0.014512	0.009445	0.550369	0.019336	0.009445
fold_nv_xp_020902727.zip	a7d99689231d97f5e13666d47cfe1f60494e0e5acba9691eeec94db8b09d1993	3	0.613589	0.014525	0.009301	0.613589	0.014525	0.009301
fold_nv_xp_020902727.zip	a7d99689231d97f5e13666d47cfe1f60494e0e5acba9691eeec94db8b09d1993	4	0.115109	0.012526	0.009771	0.528166	0.015045	0.009771
fold_nv_xp_022777728.zip	b6b6f1cda32e9ad04247dde1ec7630ac53846a9303b23b2d2a62da562772d777	0	0.059667	0.009109	0.008288	0.218973	0.000000	0.000000
fold_nv_xp_022777728.zip	b6b6f1cda32e9ad04247dde1ec7630ac53846a9303b23b2d2a62da562772d777	1	0.059367	0.009055	0.008977	0.231355	0.000000	0.000000
fold_nv_xp_022777728.zip	b6b6f1cda32e9ad04247dde1ec7630ac53846a9303b23b2d2a62da562772d777	2	0.026843	0.008824	0.008585	0.193369	0.000000	0.000000
fold_nv_xp_022777728.zip	b6b6f1cda32e9ad04247dde1ec7630ac53846a9303b23b2d2a62da562772d777	3	0.035411	0.008994	0.008730	0.222776	0.009122	0.000000
fold_nv_xp_022777728.zip	b6b6f1cda32e9ad04247dde1ec7630ac53846a9303b23b2d2a62da562772d777	4	0.008524	0.009957	0.009092	0.000000	0.009260	0.000000
fold_nv_xp_022798721.zip	19690b0fbfcabb98b8c38bae40076b852d3b0c31985497a8153d3d7b893aa796	0	0.298379	0.369851	0.105419	0.298379	0.369851	0.338580
fold_nv_xp_022798721.zip	19690b0fbfcabb98b8c38bae40076b852d3b0c31985497a8153d3d7b893aa796	1	0.755878	0.178774	0.120320	0.755878	0.354817	0.361583
fold_nv_xp_022798721.zip	19690b0fbfcabb98b8c38bae40076b852d3b0c31985497a8153d3d7b893aa796	2	0.083555	0.364622	0.159410	0.107915	0.364622	0.295358
fold_nv_xp_022798721.zip	19690b0fbfcabb98b8c38bae40076b852d3b0c31985497a8153d3d7b893aa796	3	0.135792	0.410154	0.136557	0.135792	0.410154	0.261823
fold_nv_xp_022798721.zip	19690b0fbfcabb98b8c38bae40076b852d3b0c31985497a8153d3d7b893aa796	4	0.764250	0.379267	0.248803	0.764250	0.379267	0.336395
fold_nv_xp_022800847.zip	bb9d1eefe86d3c285285e68c9445f0b558e4f3bcc9639642b9f717439ca0a440	0	0.064898	0.009754	0.008763	0.064898	0.010725	0.008778
fold_nv_xp_022800847.zip	bb9d1eefe86d3c285285e68c9445f0b558e4f3bcc9639642b9f717439ca0a440	1	0.084214	0.008842	0.008506	0.084214	0.009606	0.008853
fold_nv_xp_022800847.zip	bb9d1eefe86d3c285285e68c9445f0b558e4f3bcc9639642b9f717439ca0a440	2	0.009783	0.008811	0.008605	0.011890	0.008745	0.008612
fold_nv_xp_022800847.zip	bb9d1eefe86d3c285285e68c9445f0b558e4f3bcc9639642b9f717439ca0a440	3	0.076496	0.008973	0.008948	0.076496	0.009644	0.009454
fold_nv_xp_022800847.zip	bb9d1eefe86d3c285285e68c9445f0b558e4f3bcc9639642b9f717439ca0a440	4	0.039863	0.008237	0.008256	0.087306	0.008415	0.008431
fold_nv_xp_022801432.zip	eb5f09e623d77a29ae66781134b955dad298d3303a3f190803261f64ff2eb249	0	0.128415	0.436313	0.340641	0.740203	0.436313	0.340641
fold_nv_xp_022801432.zip	eb5f09e623d77a29ae66781134b955dad298d3303a3f190803261f64ff2eb249	1	0.523168	0.153552	0.340964	0.523168	0.427234	0.340964
fold_nv_xp_022801432.zip	eb5f09e623d77a29ae66781134b955dad298d3303a3f190803261f64ff2eb249	2	0.413974	0.438687	0.253729	0.730266	0.438687	0.253729
fold_nv_xp_022801432.zip	eb5f09e623d77a29ae66781134b955dad298d3303a3f190803261f64ff2eb249	3	0.157216	0.413771	0.255864	0.710748	0.413771	0.255864
fold_nv_xp_022801432.zip	eb5f09e623d77a29ae66781134b955dad298d3303a3f190803261f64ff2eb249	4	0.142272	0.438931	0.348270	0.732645	0.438931	0.348270
fold_nv_xp_027038010.zip	14fbf102d1854e0ad80cf9f116ad583e4b6395d13568a9c05b9e318243c32466	0	0.000000	0.146349	0.023345	0.000000	0.146349	0.032483
fold_nv_xp_027038010.zip	14fbf102d1854e0ad80cf9f116ad583e4b6395d13568a9c05b9e318243c32466	1	0.000000	0.106572	0.017508	0.000000	0.149724	0.018926
fold_nv_xp_027038010.zip	14fbf102d1854e0ad80cf9f116ad583e4b6395d13568a9c05b9e318243c32466	2	0.000000	0.163124	0.015760	0.000000	0.163124	0.018506
fold_nv_xp_027038010.zip	14fbf102d1854e0ad80cf9f116ad583e4b6395d13568a9c05b9e318243c32466	3	0.000000	0.075450	0.013136	0.000000	0.084094	0.013277
fold_nv_xp_027038010.zip	14fbf102d1854e0ad80cf9f116ad583e4b6395d13568a9c05b9e318243c32466	4	0.000000	0.034751	0.000000	0.000000	0.034751	0.000000
fold_nv_xp_027051378.zip	18046678b2a3948a1972b147131ce128df6ef012c0cdef78d169482c9fa1b3e2	0	0.494848	0.306688	0.172796	0.747206	0.306688	0.172796
fold_nv_xp_027051378.zip	18046678b2a3948a1972b147131ce128df6ef012c0cdef78d169482c9fa1b3e2	1	0.238897	0.313478	0.273849	0.755301	0.313478	0.273849
fold_nv_xp_027051378.zip	18046678b2a3948a1972b147131ce128df6ef012c0cdef78d169482c9fa1b3e2	2	0.148414	0.300374	0.221643	0.749671	0.300374	0.221643
fold_nv_xp_027051378.zip	18046678b2a3948a1972b147131ce128df6ef012c0cdef78d169482c9fa1b3e2	3	0.753193	0.276977	0.178079	0.753193	0.276977	0.178079
fold_nv_xp_027051378.zip	18046678b2a3948a1972b147131ce128df6ef012c0cdef78d169482c9fa1b3e2	4	0.622349	0.261521	0.093044	0.732509	0.261521	0.137268
fold_nv_xp_027057176.zip	4466bf7117a98d02a751ff448ebf23575c3b76f40de301c2bb91f235b6562866	0	0.319657	0.009510	0.009768	0.319657	0.009924	0.009768
fold_nv_xp_027057176.zip	4466bf7117a98d02a751ff448ebf23575c3b76f40de301c2bb91f235b6562866	1	0.089146	0.009610	0.009249	0.206335	0.009610	0.000000
fold_nv_xp_027057176.zip	4466bf7117a98d02a751ff448ebf23575c3b76f40de301c2bb91f235b6562866	2	0.264300	0.009262	0.009509	0.264300	0.009314	0.009452
fold_nv_xp_027057176.zip	4466bf7117a98d02a751ff448ebf23575c3b76f40de301c2bb91f235b6562866	3	0.205933	0.009474	0.009040	0.205933	0.009673	0.009647
fold_nv_xp_027057176.zip	4466bf7117a98d02a751ff448ebf23575c3b76f40de301c2bb91f235b6562866	4	0.055569	0.009103	0.009089	0.247632	0.000000	0.008973
fold_nv_xp_028395980.zip	fae2f8b8fb9bd53b6758d4524a7e37996009802fc36764be2fd5bc8b0a54a76c	0	0.149849	0.009033	0.009341	0.232984	0.009033	0.009341
fold_nv_xp_028395980.zip	fae2f8b8fb9bd53b6758d4524a7e37996009802fc36764be2fd5bc8b0a54a76c	1	0.217432	0.009353	0.008714	0.217432	0.009356	0.008977
fold_nv_xp_028395980.zip	fae2f8b8fb9bd53b6758d4524a7e37996009802fc36764be2fd5bc8b0a54a76c	2	0.224612	0.009127	0.009358	0.224612	0.009070	0.009357
fold_nv_xp_028395980.zip	fae2f8b8fb9bd53b6758d4524a7e37996009802fc36764be2fd5bc8b0a54a76c	3	0.219180	0.009137	0.008876	0.219180	0.009137	0.009114
fold_nv_xp_028395980.zip	fae2f8b8fb9bd53b6758d4524a7e37996009802fc36764be2fd5bc8b0a54a76c	4	0.013356	0.008935	0.009396	0.013838	0.009520	0.009487
fold_nv_xp_028400144.zip	7f6c7bf4d81659e15be34ae5a6bf5a353dd8203195b13d9687156c789281890d	0	0.133889	0.416079	0.158198	0.697270	0.416079	0.259227
fold_nv_xp_028400144.zip	7f6c7bf4d81659e15be34ae5a6bf5a353dd8203195b13d9687156c789281890d	1	0.138037	0.438926	0.224188	0.706551	0.438926	0.224188
fold_nv_xp_028400144.zip	7f6c7bf4d81659e15be34ae5a6bf5a353dd8203195b13d9687156c789281890d	2	0.151363	0.431558	0.215637	0.682377	0.431558	0.215637
fold_nv_xp_028400144.zip	7f6c7bf4d81659e15be34ae5a6bf5a353dd8203195b13d9687156c789281890d	3	0.255109	0.418024	0.214833	0.702940	0.418024	0.240424
fold_nv_xp_028400144.zip	7f6c7bf4d81659e15be34ae5a6bf5a353dd8203195b13d9687156c789281890d	4	0.213277	0.081083	0.163725	0.697765	0.081083	0.223133
fold_nv_xp_028400154.zip	97eca15070c6e35ffce1b8a511148a23f3559887f8a915dc576df5c0d6e40b3f	0	0.370896	0.285551	0.227424	0.370896	0.285551	0.227424
fold_nv_xp_028400154.zip	97eca15070c6e35ffce1b8a511148a23f3559887f8a915dc576df5c0d6e40b3f	1	0.505589	0.270530	0.291528	0.505589	0.270530	0.291528
fold_nv_xp_028400154.zip	97eca15070c6e35ffce1b8a511148a23f3559887f8a915dc576df5c0d6e40b3f	2	0.142174	0.297585	0.344905	0.748160	0.297585	0.344905
fold_nv_xp_028400154.zip	97eca15070c6e35ffce1b8a511148a23f3559887f8a915dc576df5c0d6e40b3f	3	0.590435	0.279663	0.264633	0.590435	0.279663	0.264633
fold_nv_xp_028400154.zip	97eca15070c6e35ffce1b8a511148a23f3559887f8a915dc576df5c0d6e40b3f	4	0.601749	0.255353	0.350897	0.601749	0.255353	0.350897
fold_nv_xp_028404349.zip	ed3ead04d079502145a5efb82dc429c336014bbc46463e4f43616b5c21a1f1cb	0	0.152699	0.128355	0.176166	0.715582	0.128355	0.176166
fold_nv_xp_028404349.zip	ed3ead04d079502145a5efb82dc429c336014bbc46463e4f43616b5c21a1f1cb	1	0.187171	0.200692	0.146239	0.727987	0.200692	0.146239
fold_nv_xp_028404349.zip	ed3ead04d079502145a5efb82dc429c336014bbc46463e4f43616b5c21a1f1cb	2	0.145107	0.209227	0.037872	0.734697	0.209227	0.037872
fold_nv_xp_028404349.zip	ed3ead04d079502145a5efb82dc429c336014bbc46463e4f43616b5c21a1f1cb	3	0.156824	0.221273	0.112825	0.721571	0.221273	0.112825
fold_nv_xp_028404349.zip	ed3ead04d079502145a5efb82dc429c336014bbc46463e4f43616b5c21a1f1cb	4	0.718052	0.103316	0.169927	0.718052	0.103316	0.169927
fold_nv_xp_028407711.zip	24f4093981da8a5d88bc9b10641ec2c0b70f9aecace540d6155a96f5b2a9b886	0	0.675778	0.141334	0.177177	0.675778	0.141334	0.177177
fold_nv_xp_028407711.zip	24f4093981da8a5d88bc9b10641ec2c0b70f9aecace540d6155a96f5b2a9b886	1	0.111531	0.300434	0.170182	0.675926	0.300434	0.170182
fold_nv_xp_028407711.zip	24f4093981da8a5d88bc9b10641ec2c0b70f9aecace540d6155a96f5b2a9b886	2	0.682158	0.286937	0.125843	0.682158	0.286937	0.125843
fold_nv_xp_028407711.zip	24f4093981da8a5d88bc9b10641ec2c0b70f9aecace540d6155a96f5b2a9b886	3	0.225622	0.256013	0.138075	0.661006	0.256013	0.138075
fold_nv_xp_028407711.zip	24f4093981da8a5d88bc9b10641ec2c0b70f9aecace540d6155a96f5b2a9b886	4	0.674263	0.136113	0.109003	0.674263	0.136113	0.125630
fold_nv_xp_028417232.zip	e5748487879b07335b6d11025fdffc54f223a4454157fd98205ad892659e8715	0	0.369279	0.009219	0.009785	0.369279	0.009501	0.010011
fold_nv_xp_028417232.zip	e5748487879b07335b6d11025fdffc54f223a4454157fd98205ad892659e8715	1	0.411540	0.009898	0.000000	0.411540	0.010721	0.000000
fold_nv_xp_028417232.zip	e5748487879b07335b6d11025fdffc54f223a4454157fd98205ad892659e8715	2	0.429986	0.009275	0.009988	0.429986	0.000000	0.009988
fold_nv_xp_028417232.zip	e5748487879b07335b6d11025fdffc54f223a4454157fd98205ad892659e8715	3	0.456040	0.009487	0.009392	0.456040	0.000000	0.009453
fold_nv_xp_028417232.zip	e5748487879b07335b6d11025fdffc54f223a4454157fd98205ad892659e8715	4	0.113237	0.009132	0.000000	0.409840	0.009170	0.000000
fold_nv_xp_029180134.zip	6d31d026f2bd5bd3599b5c405a5ec5015941a5d31a7a50e1b45f3d2861c4a852	0	0.085622	0.009568	0.000000	0.249492	0.009568	0.000000
fold_nv_xp_029180134.zip	6d31d026f2bd5bd3599b5c405a5ec5015941a5d31a7a50e1b45f3d2861c4a852	1	0.041582	0.009614	0.009362	0.251788	0.009614	0.000000
fold_nv_xp_029180134.zip	6d31d026f2bd5bd3599b5c405a5ec5015941a5d31a7a50e1b45f3d2861c4a852	2	0.015011	0.009700	0.009360	0.281350	0.000000	0.009427
fold_nv_xp_029180134.zip	6d31d026f2bd5bd3599b5c405a5ec5015941a5d31a7a50e1b45f3d2861c4a852	3	0.061582	0.009436	0.009488	0.283291	0.009667	0.009488
fold_nv_xp_029180134.zip	6d31d026f2bd5bd3599b5c405a5ec5015941a5d31a7a50e1b45f3d2861c4a852	4	0.108723	0.009519	0.000000	0.310745	0.009519	0.000000
fold_nv_xp_029183066.zip	1382c7a9afe1e737ce364806c0243f8f82d7e87dd210f08b61fdc5e8eb54748a	0	0.014131	0.009179	0.009059	0.020158	0.009292	0.009137
fold_nv_xp_029183066.zip	1382c7a9afe1e737ce364806c0243f8f82d7e87dd210f08b61fdc5e8eb54748a	1	0.039541	0.009132	0.009278	0.078698	0.009076	0.009252
fold_nv_xp_029183066.zip	1382c7a9afe1e737ce364806c0243f8f82d7e87dd210f08b61fdc5e8eb54748a	2	0.028131	0.009033	0.009017	0.055941	0.009082	0.008819
fold_nv_xp_029183066.zip	1382c7a9afe1e737ce364806c0243f8f82d7e87dd210f08b61fdc5e8eb54748a	3	0.045008	0.009002	0.009277	0.169321	0.008928	0.009279
fold_nv_xp_029183066.zip	1382c7a9afe1e737ce364806c0243f8f82d7e87dd210f08b61fdc5e8eb54748a	4	0.049322	0.009065	0.009360	0.139337	0.009386	0.000000
fold_nv_xp_029186950.zip	815b2ceb13a43c1cfdce366dc9472fc998dff84fa922c5d791811b70b2292c5f	0	0.008574	0.019678	0.008561	0.008574	0.022560	0.008777
fold_nv_xp_029186950.zip	815b2ceb13a43c1cfdce366dc9472fc998dff84fa922c5d791811b70b2292c5f	1	0.000000	0.019834	0.013256	0.000000	0.023750	0.013256
fold_nv_xp_029186950.zip	815b2ceb13a43c1cfdce366dc9472fc998dff84fa922c5d791811b70b2292c5f	2	0.008311	0.017982	0.008527	0.008311	0.021085	0.008331
fold_nv_xp_029186950.zip	815b2ceb13a43c1cfdce366dc9472fc998dff84fa922c5d791811b70b2292c5f	3	0.000000	0.019797	0.009229	0.000000	0.022564	0.009312
fold_nv_xp_029186950.zip	815b2ceb13a43c1cfdce366dc9472fc998dff84fa922c5d791811b70b2292c5f	4	0.014499	0.014975	0.012110	0.014499	0.015929	0.012871
fold_nv_xp_029197502.zip	d0fac7743c2a985fa56cc7fac9925a12b8702e195de1b0e5ed8ce133075b04df	0	0.288112	0.416465	0.084278	0.288112	0.416465	0.422060
fold_nv_xp_029197502.zip	d0fac7743c2a985fa56cc7fac9925a12b8702e195de1b0e5ed8ce133075b04df	1	0.441646	0.341550	0.084409	0.441646	0.341550	0.373104
fold_nv_xp_029197502.zip	d0fac7743c2a985fa56cc7fac9925a12b8702e195de1b0e5ed8ce133075b04df	2	0.776013	0.388462	0.084729	0.776013	0.388462	0.483368
fold_nv_xp_029197502.zip	d0fac7743c2a985fa56cc7fac9925a12b8702e195de1b0e5ed8ce133075b04df	3	0.773588	0.056456	0.106913	0.773588	0.056456	0.425748
fold_nv_xp_029197502.zip	d0fac7743c2a985fa56cc7fac9925a12b8702e195de1b0e5ed8ce133075b04df	4	0.773738	0.390812	0.099023	0.773738	0.390812	0.490702
fold_nv_xp_029201752.zip	8212feb2a16867641ec91af2b81f08993c9e69e97e11875df4a6406286392525	0	0.041122	0.008804	0.008669	0.204457	0.009387	0.000000
fold_nv_xp_029201752.zip	8212feb2a16867641ec91af2b81f08993c9e69e97e11875df4a6406286392525	1	0.232965	0.010957	0.009270	0.232965	0.009535	0.009154
fold_nv_xp_029201752.zip	8212feb2a16867641ec91af2b81f08993c9e69e97e11875df4a6406286392525	2	0.033750	0.009040	0.008402	0.258499	0.009233	0.000000
fold_nv_xp_029201752.zip	8212feb2a16867641ec91af2b81f08993c9e69e97e11875df4a6406286392525	3	0.053896	0.008868	0.008743	0.172391	0.000000	0.000000
fold_nv_xp_029201752.zip	8212feb2a16867641ec91af2b81f08993c9e69e97e11875df4a6406286392525	4	0.217319	0.009659	0.009152	0.217319	0.000000	0.000000
fold_nv_xp_029214164.zip	4437e9e8a977cb2b542c7287e41b431cddbaf9f1e04b6bf4f2bd8dabe9cf5d83	0	0.185177	0.301914	0.190696	0.779456	0.301914	0.286221
fold_nv_xp_029214164.zip	4437e9e8a977cb2b542c7287e41b431cddbaf9f1e04b6bf4f2bd8dabe9cf5d83	1	0.256042	0.477066	0.314544	0.768382	0.477066	0.314544
fold_nv_xp_029214164.zip	4437e9e8a977cb2b542c7287e41b431cddbaf9f1e04b6bf4f2bd8dabe9cf5d83	2	0.239042	0.485852	0.279734	0.772483	0.485852	0.279734
fold_nv_xp_029214164.zip	4437e9e8a977cb2b542c7287e41b431cddbaf9f1e04b6bf4f2bd8dabe9cf5d83	3	0.613126	0.118882	0.036683	0.776869	0.472543	0.289344
fold_nv_xp_029214164.zip	4437e9e8a977cb2b542c7287e41b431cddbaf9f1e04b6bf4f2bd8dabe9cf5d83	4	0.130302	0.510027	0.299068	0.781062	0.510027	0.299068
fold_nv_xp_031554305.zip	4c9b9983fcff0841cfd61f7b0b6ed92da4dc288ef77d62dc8ed4a0bd7d5e676b	0	0.578642	0.014428	0.017845	0.578642	0.015606	0.017845
fold_nv_xp_031554305.zip	4c9b9983fcff0841cfd61f7b0b6ed92da4dc288ef77d62dc8ed4a0bd7d5e676b	1	0.580216	0.010616	0.017654	0.580216	0.012243	0.017654
fold_nv_xp_031554305.zip	4c9b9983fcff0841cfd61f7b0b6ed92da4dc288ef77d62dc8ed4a0bd7d5e676b	2	0.575361	0.015703	0.021131	0.575361	0.017302	0.021131
fold_nv_xp_031554305.zip	4c9b9983fcff0841cfd61f7b0b6ed92da4dc288ef77d62dc8ed4a0bd7d5e676b	3	0.595704	0.010991	0.018843	0.595704	0.011790	0.018843
fold_nv_xp_031554305.zip	4c9b9983fcff0841cfd61f7b0b6ed92da4dc288ef77d62dc8ed4a0bd7d5e676b	4	0.552896	0.009426	0.012611	0.552896	0.008877	0.012611
fold_nv_xp_031557780.zip	0321f137ec625c2bb0ae2c86fb67b3b4d77e84fc1f0924d6b95f887ee270e661	0	0.100703	0.530613	0.395941	0.773423	0.530613	0.395941
fold_nv_xp_031557780.zip	0321f137ec625c2bb0ae2c86fb67b3b4d77e84fc1f0924d6b95f887ee270e661	1	0.139089	0.056684	0.254983	0.776338	0.555440	0.379499
fold_nv_xp_031557780.zip	0321f137ec625c2bb0ae2c86fb67b3b4d77e84fc1f0924d6b95f887ee270e661	2	0.607807	0.085447	0.302073	0.774468	0.527115	0.416937
fold_nv_xp_031557780.zip	0321f137ec625c2bb0ae2c86fb67b3b4d77e84fc1f0924d6b95f887ee270e661	3	0.786372	0.522331	0.406614	0.786372	0.522331	0.406614
fold_nv_xp_031557780.zip	0321f137ec625c2bb0ae2c86fb67b3b4d77e84fc1f0924d6b95f887ee270e661	4	0.169485	0.530003	0.201370	0.776075	0.530003	0.276025
fold_nv_xp_031565157.zip	759a08ffee0e35dd5811019ab9b4a6bc2bc535f6f41dddcaf0be9434795266b2	0	0.000000	0.029854	0.009038	0.000000	0.038940	0.009121
fold_nv_xp_031565157.zip	759a08ffee0e35dd5811019ab9b4a6bc2bc535f6f41dddcaf0be9434795266b2	1	0.009118	0.026878	0.009272	0.000000	0.048828	0.009360
fold_nv_xp_031565157.zip	759a08ffee0e35dd5811019ab9b4a6bc2bc535f6f41dddcaf0be9434795266b2	2	0.008883	0.023950	0.008662	0.008883	0.031680	0.008677
fold_nv_xp_031565157.zip	759a08ffee0e35dd5811019ab9b4a6bc2bc535f6f41dddcaf0be9434795266b2	3	0.000000	0.019383	0.008825	0.000000	0.021207	0.008825
fold_nv_xp_031565157.zip	759a08ffee0e35dd5811019ab9b4a6bc2bc535f6f41dddcaf0be9434795266b2	4	0.010251	0.027461	0.009017	0.011227	0.050415	0.009407
fold_nv_xp_031566534.zip	df7f648d20ceffee339487f436930bb15bfd73d8deb4625eec0fa131231099e2	0	0.781520	0.403946	0.269472	0.781520	0.403946	0.269472
